Table_Number,Year,Measure,Age,Indigenous_Status,Service_Type,Client_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Description6,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
19A.6,2020-21,Access of selected equity groups,All ages,All people,,People with disability,,,Clients with met demand,People with disability,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,1767.0,3231.0,875.0,348.0,769.0,188,103,196.0,7275.0
19A.6,2020-21,Access of selected equity groups,All ages,All people,,,,,Clients with met demand,All clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,65525.0,100474.0,39644.0,23718.0,18167.0,6270,3905,8967.0,263844.0
19A.6,2019-20,Access of selected equity groups,All ages,All people,Accommodation/accommodation related assistance,People with disability,,,Representation of people with disability among:,Clients with met demand for accommodation services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.8,3.8,2.1,1.8,4.1,3.1,3.0,2.5,2.9
19A.6,2019-20,Access of selected equity groups,All ages,All people,Services other than accommodation,People with disability,,,Representation of people with disability among:,Clients with met demand for services other than accommodation,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.1,1.8,1.6,1.6,4.0,2.3,1.5,2.2,2.0
19A.6,2019-20,Access of selected equity groups,All ages,All people,,People with disability,,,Representation of people with disability among:,SHS clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.5,2.7,1.9,1.7,4.6,3.0,2.6,2.3,2.5
19A.6,2019-20,Access of selected equity groups,All ages,All people,,People with disability,,,Clients with met demand,People with disability,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,1620.0,2990.0,791.0,409.0,852.0,186,97,203.0,6937.0
19A.6,2019-20,Access of selected equity groups,All ages,All people,,,,,Clients with met demand,All clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,65240.0,108940.0,41863.0,24011.0,18609.0,6274,3748,8734.0,274078.0
19A.6,2018-19,Access of selected equity groups,All ages,All people,Accommodation/accommodation related assistance,People with disability,,,Representation of people with disability among:,Clients with met demand for accommodation services,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,3.0,4.1,2.1,2.0,6.3,2.5,2.6,2.4,3.2
19A.6,2018-19,Access of selected equity groups,All ages,All people,Services other than accommodation,People with disability,,,Representation of people with disability among:,Clients with met demand for services other than accommodation,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.1,2.0,1.6,2.7,4.2,2.5,1.6,1.6,2.1
19A.6,2018-19,Access of selected equity groups,All ages,All people,,People with disability,,,Representation of people with disability among:,SHS clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.6,2.9,1.9,2.3,5.9,2.6,2.3,2.0,2.7
19A.6,2018-19,Access of selected equity groups,All ages,All people,,People with disability,,,Clients with met demand,People with disability,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,1746.0,2993.0,809.0,544.0,1115.0,165,81,171.0,7377.0
19A.6,2018-19,Access of selected equity groups,All ages,All people,,,,,Clients with met demand,All clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,68434.0,104335.0,42028.0,23868.0,18924.0,6425,3528,8586.0,272308.0
19A.6,2018,Access of selected equity groups,All ages,All people,,People with disability,,,Representation of people with disability among:,Total population at 30 June,,,,ABS (unpublished) Disability Ageing and Carers Australia: Summary of Findings,%,5.7,5.6,6.2,4.7,6.0,8.2,6.2,3.6,5.7
19A.7,2022-23,Unmet need,All ages,All people,Accommodation/accommodation related assistance,,,Accommodation services,Clients with identified need for accommodation who were not provided with that service,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,21371.0,18689.0,11296.0,1952.0,2632.0,815,686,577.0,57519.0
19A.7,2022-23,Unmet need,All ages,All people,Accommodation/accommodation related assistance,,,Accommodation services,Total clients with need for accommodation,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,43770.0,54019.0,29910.0,15571.0,9544.0,6195,2781,5790.0,164631.0
19A.7,2022-23,Unmet need,All ages,All people,Accommodation/accommodation related assistance,,,Accommodation services,Proportion of clients with unmet need,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,48.8,34.6,37.8,12.5,27.6,13.2,24.7,10.0,34.9
19A.7,2022-23,Unmet need,All ages,All people,Services other than accommodation,,,Services other than accommodation,Clients with identified need for services other than accommodation who were not provided with that service,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,785.0,1354.0,353.0,79.0,0.0,5,7,67.0,2650.0
19A.7,2022-23,Unmet need,All ages,All people,Services other than accommodation,,,Services other than accommodation,Total clients with need for services other than accommodation,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,24618.0,44324.0,15559.0,8895.0,9878.0,477,1165,4320.0,109017.0
19A.7,2022-23,Unmet need,All ages,All people,Services other than accommodation,,,Services other than accommodation,Proportion of clients with unmet need,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,3.2,3.1,2.3,0.9,0.0,1.0,0.6,1.6,2.4
19A.7,2022-23,Unmet need,All ages,All people,,,,Total clients,,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,68388.0,98343.0,45469.0,24466.0,19422.0,6672,3946,10110.0,273648.0
19A.7,2021-22,Unmet need,All ages,All people,Accommodation/accommodation related assistance,,,Accommodation services,Clients with identified need for accommodation who were not provided with that service,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,22324.0,16242.0,11019.0,1865.0,2088.0,1082,757,727.0,55687.0
19A.7,2021-22,Unmet need,All ages,All people,Accommodation/accommodation related assistance,,,Accommodation services,Total clients with need for accommodation,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,44722.0,53121.0,27900.0,16174.0,10080.0,6496,2830,5527.0,164370.0
19A.7,2021-22,Unmet need,All ages,All people,Accommodation/accommodation related assistance,,,Accommodation services,Proportion of clients with unmet need,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,49.9,30.6,39.5,11.5,20.7,16.7,26.7,13.2,33.9
19A.7,2021-22,Unmet need,All ages,All people,Services other than accommodation,,,Services other than accommodation,Clients with identified need for services other than accommodation who were not provided with that service,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,623.0,1283.0,185.0,24.0,0.0,9,3,42.0,2169.0
19A.7,2021-22,Unmet need,All ages,All people,Services other than accommodation,,,Services other than accommodation,Total clients with need for services other than accommodation,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,23751.0,48554.0,13687.0,8533.0,7950.0,481,981,4569.0,108324.0
19A.7,2021-22,Unmet need,All ages,All people,Services other than accommodation,,,Services other than accommodation,Proportion of clients with unmet need,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.6,2.6,1.4,0.3,0.0,1.9,0.3,0.9,2.0
19A.7,2021-22,Unmet need,All ages,All people,,,,Total clients,,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,68473.0,101675.0,41587.0,24707.0,18030.0,6977,3811,10096.0,272694.0
19A.7,2020-21,Unmet need,All ages,All people,Accommodation/accommodation related assistance,,,Accommodation services,Clients with identified need for accommodation who were not provided with that service,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,22709.0,15970.0,10048.0,1487.0,1436.0,1140,971,475.0,53856.0
19A.7,2020-21,Unmet need,All ages,All people,Accommodation/accommodation related assistance,,,Accommodation services,Total clients with need for accommodation,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,47121.0,53564.0,28015.0,16148.0,9802.0,6201,3134,5562.0,166900.0
19A.7,2020-21,Unmet need,All ages,All people,Accommodation/accommodation related assistance,,,Accommodation services,Proportion of clients with unmet need,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,48.2,29.8,35.9,9.2,14.7,18.4,31.0,8.5,32.3
19A.7,2020-21,Unmet need,All ages,All people,Services other than accommodation,,,Services other than accommodation,Clients with identified need for services other than accommodation who were not provided with that service,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,466.0,1303.0,158.0,25.0,1.0,5,14,41.0,2013.0
19A.7,2020-21,Unmet need,All ages,All people,Services other than accommodation,,,Services other than accommodation,Total clients with need for services other than accommodation,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,23467.0,51946.0,13212.0,8322.0,8808.0,366,878,4560.0,111375.0
19A.7,2020-21,Unmet need,All ages,All people,Services other than accommodation,,,Services other than accommodation,Proportion of clients with unmet need,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.0,2.5,1.2,0.3,0.0,1.4,1.6,0.9,1.8
19A.7,2020-21,Unmet need,All ages,All people,,,,Total clients,,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,70588.0,105510.0,41227.0,24470.0,18610.0,6567,4012,10122.0,278275.0
19A.7,2019-20,Unmet need,All ages,All people,Accommodation/accommodation related assistance,,,Accommodation services,Clients with identified need for accommodation who were not provided with that service,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,21790.0,20746.0,9370.0,1321.0,1641.0,1218,1192,653.0,57486.0
19A.7,2019-20,Unmet need,All ages,All people,Accommodation/accommodation related assistance,,,Accommodation services,Total clients with need for accommodation,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,46437.0,56895.0,29284.0,16211.0,10617.0,5919,3346,5364.0,170896.0
19A.7,2019-20,Unmet need,All ages,All people,Accommodation/accommodation related assistance,,,Accommodation services,Proportion of clients with unmet need,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,46.9,36.5,32.0,8.1,15.5,20.6,35.6,12.2,33.6
19A.7,2019-20,Unmet need,All ages,All people,Services other than accommodation,,,Services other than accommodation,Clients with identified need for services other than accommodation who were not provided with that service,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,367.0,1836.0,112.0,47.0,0.0,1,70,49.0,2482.0
19A.7,2019-20,Unmet need,All ages,All people,Services other than accommodation,,,Services other than accommodation,Total clients with need for services other than accommodation,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,23935.0,58411.0,13810.0,8745.0,8601.0,525,797,4913.0,119566.0
19A.7,2019-20,Unmet need,All ages,All people,Services other than accommodation,,,Services other than accommodation,Proportion of clients with unmet need,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.5,3.1,0.8,0.5,0.0,0.2,8.8,1.0,2.1
19A.7,2019-20,Unmet need,All ages,All people,,,,Total clients,,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,70372.0,115306.0,43094.0,24956.0,19218.0,6444,4143,10277.0,290462.0
19A.7,2018-19,Unmet need,All ages,All people,Accommodation/accommodation related assistance,,,Accommodation services,Clients with identified need for accommodation who were not provided with that service,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,21552.0,21193.0,8617.0,1537.0,1693.0,1439,977,761.0,57237.0
19A.7,2018-19,Unmet need,All ages,All people,Accommodation/accommodation related assistance,,,Accommodation services,Total clients with need for accommodation,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,47652.0,55314.0,29724.0,15102.0,10191.0,6243,2887,5726.0,169196.0
19A.7,2018-19,Unmet need,All ages,All people,Accommodation/accommodation related assistance,,,Accommodation services,Proportion of clients with unmet need,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,45.2,38.3,29.0,10.2,16.6,23.0,33.8,13.3,33.8
19A.7,2018-19,Unmet need,All ages,All people,Services other than accommodation,,,Services other than accommodation,Clients with identified need for services other than accommodation who were not provided with that service,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,336.0,3763.0,79.0,43.0,3.0,2,76,103.0,4405.0
19A.7,2018-19,Unmet need,All ages,All people,Services other than accommodation,,,Services other than accommodation,Total clients with need for services other than accommodation,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,25897.0,57605.0,13363.0,9769.0,9446.0,380,921,3920.0,121121.0
19A.7,2018-19,Unmet need,All ages,All people,Services other than accommodation,,,Services other than accommodation,Proportion of clients with unmet need,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.3,6.5,0.6,0.4,0.0,0.5,8.3,2.6,3.6
19A.7,2018-19,Unmet need,All ages,All people,,,,Total clients,,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,73549.0,112919.0,43087.0,24871.0,19637.0,6623,3808,9646.0,290317.0
19A.8,2022-23,Unmet need,All ages,All people,Accommodation/accommodation related assistance,,,Average daily unassisted requests,Accommodation services,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,33.4,55.7,18.1,60.3,1.2,34.0,0.7,10.3,213.6
19A.8,2022-23,Unmet need,All ages,All people,Services other than accommodation,,,Average daily unassisted requests,Services other than accommodation,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,8.5,25.6,2.0,10.2,1.1,0.3,0.1,10.4,58.2
19A.8,2022-23,Unmet need,All ages,All people,No service need identified,,,Average daily unassisted requests,No service need identified,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,4.7,4.7,0.8,4.6,0.0,2.3,0,5.7,22.7
19A.8,2021-22,Unmet need,All ages,All people,Accommodation/accommodation related assistance,,,Average daily unassisted requests,Accommodation services,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,26.1,57.7,9.0,58.7,1.6,38.9,0.9,10.3,203.2
19A.8,2021-22,Unmet need,All ages,All people,Services other than accommodation,,,Average daily unassisted requests,Services other than accommodation,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,7.4,29.7,1.5,10.3,0.7,0.2,0.2,9.9,59.9
19A.8,2021-22,Unmet need,All ages,All people,No service need identified,,,Average daily unassisted requests,No service need identified,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,3.6,8.7,1.3,5.2,0.0,3.0,0,2.8,24.8
19A.8,2020-21,Unmet need,All ages,All people,Accommodation/accommodation related assistance,,,Average daily unassisted requests,Accommodation services,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,22.2,85.8,8.3,52.2,1.7,44.5,0.7,10.9,226.3
19A.8,2020-21,Unmet need,All ages,All people,Services other than accommodation,,,Average daily unassisted requests,Services other than accommodation,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,5.7,34.8,2.0,7.9,0.9,0.2,0.1,8.7,60.4
19A.8,2020-21,Unmet need,All ages,All people,No service need identified,,,Average daily unassisted requests,No service need identified,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,2.7,12.9,1.8,4.5,0.0,1.7,0,1.9,25.7
19A.8,2019-20,Unmet need,All ages,All people,Accommodation/accommodation related assistance,,,Average daily unassisted requests,Accommodation services,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,17.5,67.8,8.5,46.0,1.5,35.3,0.7,9.8,187.1
19A.8,2019-20,Unmet need,All ages,All people,Services other than accommodation,,,Average daily unassisted requests,Services other than accommodation,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,5.0,30.9,1.8,7.4,0.9,0.1,0.1,6.7,52.8
19A.8,2019-20,Unmet need,All ages,All people,No service need identified,,,Average daily unassisted requests,No service need identified,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,2.2,9.6,1.5,3.7,0.0,0.9,0,2.3,20.4
19A.8,2018-19,Unmet need,All ages,All people,Accommodation/accommodation related assistance,,,Average daily unassisted requests,Accommodation services,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,19.7,64.0,7.5,46.3,0.8,30.5,0.6,8.2,177.5
19A.8,2018-19,Unmet need,All ages,All people,Services other than accommodation,,,Average daily unassisted requests,Services other than accommodation,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,6.9,29.7,1.4,11.2,0.5,0,0.2,5.2,55.1
19A.8,2018-19,Unmet need,All ages,All people,No service need identified,,,Average daily unassisted requests,No service need identified,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,2.2,10.8,1.1,3.9,0.0,0.5,0,1.7,20.2
19A.9,2022-23,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,Yes - Case management plan,Yes - Case management plan,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,58.9,45.9,84.8,44.1,53.3,53.8,44.5,48.7,54.2
19A.9,2022-23,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,No case management plan,No - Client did not agree to one,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,6.2,5.5,4.3,10.8,5.3,3.2,11.4,6.6,5.9
19A.9,2022-23,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,No case management plan,No - Support period too short,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,29.9,33.0,8.4,22.6,38.4,29.5,33.2,21.5,28.0
19A.9,2022-23,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,No case management plan,No - Other,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.0,15.6,2.4,22.5,3.1,13.5,10.9,23.1,11.9
19A.9,2022-23,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,Total closed support periods provided to clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,77193.0,179625.0,51212.0,32003.0,17161.0,11756,3664,13274.0,385888.0
19A.9,2021-22,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,Yes - Case management plan,Yes - Case management plan,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,62.6,47.1,85.9,42.4,70.6,53.6,38.3,48.6,55.4
19A.9,2021-22,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,No case management plan,No - Client did not agree to one,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,7.0,4.0,3.4,7.0,4.2,2.5,4.9,16.4,5.1
19A.9,2021-22,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,No case management plan,No - Support period too short,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,25.7,34.3,9.1,23.9,21.5,26.4,43.7,17.9,27.5
19A.9,2021-22,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,No case management plan,No - Other,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,4.8,14.7,1.6,26.7,3.6,17.4,13.1,17.2,11.9
19A.9,2021-22,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,Total closed support periods provided to clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,75660.0,196523.0,48295.0,33536.0,15453.0,11786,3678,12769.0,397700.0
19A.9,2020-21,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,Yes - Case management plan,Yes - Case management plan,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,63.6,45.3,87.5,43.5,68.2,49.4,39.7,57.9,55.1
19A.9,2020-21,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,No case management plan,No - Client did not agree to one,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,6.8,3.8,3.7,6.3,2.7,3.2,3.1,19.5,5.0
19A.9,2020-21,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,No case management plan,No - Support period too short,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,25.0,37.2,7.2,22.2,25.0,25.1,35.3,13.8,28.6
19A.9,2020-21,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,No case management plan,No - Other,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,4.6,13.7,1.6,28.0,4.1,22.2,22.0,8.9,11.4
19A.9,2020-21,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,Total closed support periods provided to clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,80669.0,211011.0,49117.0,32564.0,19351.0,10775,4207,12720.0,420414.0
19A.9,2019-20,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,Yes - Case management plan,Yes - Case management plan,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,60.5,42.3,89.7,42.6,62.3,47.0,44.7,57.3,52.8
19A.9,2019-20,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,No case management plan,No - Client did not agree to one,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,7.5,3.9,2.7,6.0,3.6,4.4,5.4,25.3,5.2
19A.9,2019-20,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,No case management plan,No - Support period too short,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,26.6,41.5,6.6,23.4,28.7,27.7,39.1,13.9,31.5
19A.9,2019-20,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,No case management plan,No - Other,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.5,12.3,1.0,28.0,5.3,20.8,10.8,3.6,10.5
19A.9,2019-20,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,Total closed support periods provided to clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,80710.0,220927.0,51096.0,33471.0,18640.0,10906,4311,12320.0,432381.0
19A.9,2018-19,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,Yes - Case management plan,Yes - Case management plan,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,59.3,43.8,88.0,46.4,56.0,47.3,49.0,60.7,53.8
19A.9,2018-19,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,No case management plan,No - Client did not agree to one,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,7.6,4.1,2.5,6.6,7.1,4.7,2.3,12.7,5.2
19A.9,2018-19,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,No case management plan,No - Support period too short,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,27.6,39.7,8.0,28.4,30.1,29.9,31.2,19.7,31.2
19A.9,2018-19,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,No case management plan,No - Other,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.6,12.3,1.4,18.6,6.8,18.1,17.5,6.8,9.9
19A.9,2018-19,Addressing client needs,All ages,All people,,,,Case management plan status; closed support periods,All clients,Total closed support periods provided to clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,88415.0,208252.0,52270.0,32922.0,21415.0,11110,4152,11518.0,430054.0
19A.10,2022-23,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,Yes - Case management plan,Yes - Case management plan,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,62.2,45.8,86.1,36.8,58.3,53.1,49.7,56.0,57.8
19A.10,2022-23,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,No case management plan,No - Client did not agree to one,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,6.4,8.3,3.8,14.0,6.2,3.5,10.6,7.8,7.8
19A.10,2022-23,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,No case management plan,No - Support period too short,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,26.7,33.4,8.2,18.6,31.8,28.8,30.1,25.9,23.1
19A.10,2022-23,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,No case management plan,No - Other,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,4.7,12.5,1.9,30.7,3.7,14.6,9.7,10.3,11.4
19A.10,2022-23,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,Total closed support periods provided to clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,24073.0,19495.0,19030.0,18152.0,3836.0,2021,632,9989.0,97228.0
19A.10,2021-22,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,Yes - Case management plan,Yes - Case management plan,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,65.5,47.8,87.2,33.9,71.1,54.0,40.7,53.6,58.7
19A.10,2021-22,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,No case management plan,No - Client did not agree to one,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,7.0,7.2,3.1,9.4,4.0,1.5,5.0,19.9,7.8
19A.10,2021-22,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,No case management plan,No - Support period too short,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,23.0,31.6,8.4,18.7,21.4,26.4,42.8,20.7,21.0
19A.10,2021-22,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,No case management plan,No - Other,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,4.4,13.4,1.3,38.0,3.6,18.1,11.5,5.8,12.5
19A.10,2021-22,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,Total closed support periods provided to clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,23625.0,19376.0,18800.0,18539.0,3823.0,1918,676,9823.0,96580.0
19A.10,2020-21,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,Yes - Case management plan,Yes - Case management plan,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,66.0,47.2,85.3,34.4,71.4,48.0,44.0,59.2,59.4
19A.10,2020-21,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,No case management plan,No - Client did not agree to one,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,6.8,7.6,4.7,8.5,2.9,5.0,3.3,21.7,8.2
19A.10,2020-21,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,No case management plan,No - Support period too short,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,23.1,33.2,8.7,16.4,22.7,24.3,30.6,14.0,20.0
19A.10,2020-21,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,No case management plan,No - Other,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,4.1,11.9,1.4,40.6,3.0,22.7,22.1,5.1,12.4
19A.10,2020-21,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,Total closed support periods provided to clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,24494.0,18396.0,18989.0,18547.0,5086.0,1630,666,10607.0,98415.0
19A.10,2019-20,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,Yes - Case management plan,Yes - Case management plan,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,64.8,46.5,90.1,35.1,66.4,45.6,45.0,54.6,59.1
