"Table_Number","Year","Measure","Indigenous_Status","Remoteness","Housing_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"18A.17","2022-23","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","1 year to <2 years","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","52.4","..","100.0","..","77.8","na","..","na","81.3",""
"18A.17","2022-23","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","2+ years","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","7.7","..","96.7","..","100.0","na","..","na","56.9",""
"18A.17","2022-23","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","Overall total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","65.7","..","99.1","..","85.7","na","..","na","81.1",""
"18A.17","2021-22","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","<3 months","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","71.2","..","100.0","..","95.8","na","..","na","82.9",""
"18A.17","2021-22","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","3 months to <6 months","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","67.7","..","100.0","..","88.2","na","..","na","81.3",""
"18A.17","2021-22","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","6 months to <1 year","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","67.9","..","100.0","..","100.0","na","..","na","85.0",""
"18A.17","2021-22","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","1 year to <2 years","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","34.8","..","100.0","..","85.7","na","..","na","78.9",""
"18A.17","2021-22","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","2+ years","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","15.8","..","96.6","..","66.7","na","..","na","64.9",""
"18A.17","2021-22","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","Overall total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","58.7","..","99.3","..","89.6","na","..","na","79.4",""
"18A.17","2020-21","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","<3 months","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","62.7","..","93.3","..","96.7","na","..","na","76.3",""
"18A.17","2020-21","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","3 months to <6 months","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","48.6","..","100.0","..","100.0","na","..","na","71.6",""
"18A.17","2020-21","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","6 months to <1 year","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","30.0","..","100.0","..","100.0","na","..","na","62.7",""
"18A.17","2020-21","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","1 year to <2 years","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","12.8","..","100.0","..","100.0","na","..","na","53.4",""
"18A.17","2020-21","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","2+ years","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","17.1","..","100.0","..","66.7","na","..","na","40.4",""
"18A.17","2020-21","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","Overall total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","40.6","..","97.9","..","94.4","na","..","na","64.9",""
"18A.17","2019-20","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","<3 months","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","67.4","..","97.9","..","81.2","na","..","na","82.7",""
"18A.17","2019-20","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","3 months to <6 months","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","45.9","..","100.0","..","100.0","na","..","na","78.3",""
"18A.17","2019-20","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","6 months to <1 year","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","26.7","..","100.0","..","85.7","na","..","na","67.6",""
"18A.17","2019-20","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","1 year to <2 years","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","10.7","..","95.7","..","100.0","na","..","na","38.6",""
"18A.17","2019-20","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","2+ years","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","4.7","..","100.0","..","100.0","na","..","na","22.8",""
"18A.17","2019-20","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","Overall total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","33.7","..","98.7","..","85.3","na","..","na","65.7",""
"18A.17","2018-19","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","<3 months","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","45.4","..","97.1","..","92.4","na","..","na","79.2",""
"18A.17","2018-19","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","3 months to <6 months","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","32.7","..","100.0","..","100.0","na","..","na","69.8",""
"18A.17","2018-19","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","6 months to <1 year","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","17.5","..","97.8","..","77.8","na","..","na","55.4",""
"18A.17","2018-19","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","1 year to <2 years","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","22.1","..","100.0","..","100.0","na","..","na","43.6",""
"18A.17","2018-19","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","2+ years","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","2.3","..","100.0","..","66.7","na","..","na","14.6",""
"18A.17","2018-19","Greatest need allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Greatest need allocations in:","Overall total","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","24.4","..","98.3","..","90.2","na","..","na","60.4",""
"18A.18","2022-23","Greatest need allocations","All people","All areas","Community housing","","Community housing","Greatest need allocations","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","76.7","81.2","99.6","70.1","94.4","43.1","40.7","na","77.1",""
"18A.18","2021-22","Greatest need allocations","All people","All areas","Community housing","","Community housing","Greatest need allocations","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","78.8","86.6","97.1","61.6","95.6","43.3","74.3","na","76.8",""
"18A.18","2020-21","Greatest need allocations","All people","All areas","Community housing","","Community housing","Greatest need allocations","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","82.1","84.4","97.3","81.1","95.7","89.1","88.0","na","86.1",""
"18A.18","2019-20","Greatest need allocations","All people","All areas","Community housing","","Community housing","Greatest need allocations","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","74.1","87.2","99.3","75.0","90.3","94.2","80.0","na","82.4",""
"18A.18","2018-19","Greatest need allocations","All people","All areas","Community housing","","Community housing","Greatest need allocations","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","49.2","90.3","99.4","77.2","86.5","92.6","90.1","na","65.7",""
"18A.19","2022-23","Selected equity group allocations","All people","All areas","Public housing","","Public housing","New tenancies allocated to households in selected equity groups","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","57.1","54.0","81.2","58.2","59.5","66.4","59.3","78.8","","62.1"
"18A.19","2021-22","Selected equity group allocations","All people","All areas","Public housing","","Public housing","New tenancies allocated to households in selected equity groups","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","53.2","55.3","78.5","56.8","68.8","72.3","59.8","74.6","","62.4"
"18A.19","2020-21","Selected equity group allocations","All people","All areas","Public housing","","Public housing","New tenancies allocated to households in selected equity groups","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","54.6","54.4","74.2","56.4","74.2","61.6","64.8","76.1","","62.4"
"18A.19","2019-20","Selected equity group allocations","All people","All areas","Public housing","","Public housing","New tenancies allocated to households in selected equity groups","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","52.7","51.9","59.6","55.0","69.6","65.5","66.7","76.7","","57.7"
"18A.19","2018-19","Selected equity group allocations","All people","All areas","Public housing","","Public housing","New tenancies allocated to households in selected equity groups","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","55.6","53.3","66.8","56.2","70.3","63.5","58.3","76.0","","60.4"
"18A.20","2022-23","Selected equity group allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","New tenancies allocated to households in selected equity groups","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","37.9","..","51.4","..","42.9","78.6","..","41.3","43.0",""
"18A.20","2021-22","Selected equity group allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","New tenancies allocated to households in selected equity groups","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","50.3","..","48.6","..","50.7","58.3","..","40.9","46.5",""
"18A.20","2020-21","Selected equity group allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","New tenancies allocated to households in selected equity groups","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","44.1","..","45.8","..","57.4","40.0","..","34.1","39.8",""
"18A.20","2019-20","Selected equity group allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","New tenancies allocated to households in selected equity groups","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","46.4","..","38.8","..","49.5","47.4","..","37.9","41.6",""
"18A.20","2018-19","Selected equity group allocations","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","New tenancies allocated to households in selected equity groups","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","39.6","..","43.9","..","48.5","38.9","..","40.4","41.6",""
"18A.21","2022-23","Selected equity group allocations","All people","All areas","Community housing","","Community housing","New tenancies allocated to households in selected equity groups","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","54.1","44.5","76.4","64.6","55.9","51.6","39.4","na","55.7",""
"18A.21","2021-22","Selected equity group allocations","All people","All areas","Community housing","","Community housing","New tenancies allocated to households in selected equity groups","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","51.7","47.8","77.9","72.1","54.8","75.2","48.1","na","58.9",""
"18A.21","2020-21","Selected equity group allocations","All people","All areas","Community housing","","Community housing","New tenancies allocated to households in selected equity groups","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","54.4","47.4","74.4","63.6","56.3","63.4","37.7","na","57.3",""
"18A.21","2019-20","Selected equity group allocations","All people","All areas","Community housing","","Community housing","New tenancies allocated to households in selected equity groups","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","54.5","41.7","66.7","65.0","58.1","57.4","48.3","na","56.2",""
"18A.21","2018-19","Selected equity group allocations","All people","All areas","Community housing","","Community housing","New tenancies allocated to households in selected equity groups","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","47.8","44.2","73.3","66.5","51.2","58.2","42.9","na","52.3",""
"18A.22","2023","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","92119","52153","51844","31647","26941","4713","10173","4601","","274191"
"18A.22","2023","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","100.0","100.0","100.0","100.0","100.0","99.7","99.1","100.0","","100.0"
"18A.22","2023","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","3604","..","3173","..","1056","148","..","4799","","12780"
"18A.22","2023","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","100.0","..","100.0","..","100.0","100.0","..","98.5","","99.4"
"18A.22","2023","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","47889","14031","7306","6615","10845","7916","1268","na","","95870"
"18A.22","2023","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","99.6","99.9","99.9","99.6","100.0","98.7","93.0","na","","99.6"
"18A.22","2022","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","92605","51963","51492","30892","27659","4753","10233","4664","","274261"
"18A.22","2022","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","100.0","100.0","100.0","100.0","100.0","99.9","99.3","100.0","","100.0"
"18A.22","2022","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","3986","..","3179","..","1134","149","..","4856","","13304"
"18A.22","2022","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","100.0","..","100.0","..","100.0","100.0","..","99.2","","99.7"
"18A.22","2022","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","48798","13481","7305","5511","11211","7621","652","na","","94579"
"18A.22","2022","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","99.8","100.0","100.0","100.0","100.0","99.0","96.4","na","","99.8"
"18A.22","2021","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","92511","54527","49543","30350","26686","6298","10325","4699","","274939"
"18A.22","2021","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","99.3","98.0","97.2","98.7","98.0","93.8","99.1","99.1","","98.3"
"18A.22","2021","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","4335","..","2902","..","1083","183","..","4893","","13396"
"18A.22","2021","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","99.2","..","92.4","..","97.7","89.7","..","99.7","","97.5"
"18A.22","2021","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","44751","12158","6539","6242","10555","5201","695","na","","86141"
"18A.22","2021","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","94.8","93.6","97.7","92.6","93.7","93.4","97.7","na","","94.5"
"18A.22","2020","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","92600","54181","48438","30955","26626","6419","10511","4677","","274407"
"18A.22","2020","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","99.5","98.7","97.2","99.0","98.9","94.9","99.1","99.5","","98.7"
"18A.22","2020","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","4316","..","2821","..","1045","190","..","4750","","13122"
"18A.22","2020","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","99.0","..","92.2","..","98.6","92.7","..","99.6","","97.5"
"18A.22","2020","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","43059","12248","7107","6326","10596","3869","627","na","","83832"
"18A.22","2020","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","96.0","94.1","96.7","94.2","94.5","93.1","98.3","na","","95.3"
"18A.22","2019","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","96150","53854","49433","31066","26833","6381","10441","4674","","278832"
"18A.22","2019","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","99.4","98.8","97.5","98.9","99.0","95.3","99.2","99.6","","98.8"
"18A.22","2019","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","4368","..","2931","..","1059","189","..","4737","","13284"
"18A.22","2019","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","99.0","..","93.4","..","98.7","92.6","..","99.7","","97.8"
"18A.22","2019","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","37375","12151","6875","6328","10006","3942","683","na","","77360"
"18A.22","2019","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","94.9","94.9","95.6","97.6","94.8","94.0","99.3","na","","95.2"
"18A.23","2023","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","1.7","9.9","23.8","5.0","5.6","21.9","21.2","7.0","","9.5"
"18A.23","2023","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 20% but not more than 25%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","95.7","90.0","76.0","94.4","92.7","77.6","78.7","85.2","","89.2"
"18A.23","2023","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 25% but not more than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","2.5","0.1","0.1","0.3","1.7","0.3","0","4.5","","1.1"
"18A.23","2023","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","0.2","0","0.1","0.2","0","0.2","0","3.3","","0.2"
"18A.23","2022","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","2.1","9.6","21.3","5.3","7.0","34.1","26.1","4.7","","9.6"
"18A.23","2022","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 20% but not more than 25%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","91.9","90.3","78.4","94.4","92.0","65.6","73.9","89.8","","88.1"
"18A.23","2022","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 25% but not more than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","5.2","0","0.1","0.2","1.0","0.3","0","3.1","","1.9"
"18A.23","2022","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","0.8","0.1","0.3","0.1","0","0","0","2.3","","0.4"
"18A.23","2021","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","2.2","35.9","25.7","4.5","5.7","25.8","34.0","6.8","","15.8"
"18A.23","2021","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 20% but not more than 25%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","92.4","63.6","73.8","94.6","94.3","73.8","65.9","88.7","","82.1"
"18A.23","2021","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 25% but not more than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","4.7","0.3","0.2","0","0","0.3","0","2.1","","1.7"
"18A.23","2021","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","0.7","0.2","0.3","0.9","0","0.1","0.1","2.4","","0.5"
"18A.23","2020","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","2.5","18.9","21.6","2.2","4.2","24.0","25.6","38.6","","11.4"
"18A.23","2020","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 20% but not more than 25%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","91.7","80.4","77.4","97.1","95.8","75.0","74.1","56.9","","86.2"
"18A.23","2020","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 25% but not more than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","4.9","0.4","0.4","0.3","0","0.5","0.1","1.7","","1.8"
"18A.23","2020","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","0.8","0.3","0.5","0.5","0","0.5","0.2","2.8","","0.5"
"18A.23","2019","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","2.6","16.0","17.9","4.5","4.2","24.1","25.2","49.3","","10.5"
"18A.23","2019","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 20% but not more than 25%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","91.3","82.3","82.1","94.4","95.8","75.6","74.4","46.0","","86.9"
"18A.23","2019","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 25% but not more than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","5.3","1.3","0","0.1","0","0.2","0","2.8","","2.0"
"18A.23","2019","Affordability","All people","All areas","Public housing","","Public housing","Low income households; at 30 June","Gross household income spent on rent","More than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","0.8","0.4","0","1.0","0","0.1","0.3","1.9","","0.5"
"18A.24","2023","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","36.3","..","35.5","..","14.6","32.4","..","np","32.4",""
"18A.24","2023","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 20% but not more than 25%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","61.0","..","63.3","..","82.8","66.9","..","np","65.6",""
"18A.24","2023","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 25% but not more than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","2.7","..","0.6","..","2.7","0.7","..","np","1.7",""
"18A.24","2023","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","0","..","0.6","..","0","0","..","np","0.3",""
"18A.24","2022","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","36.9","..","31.3","..","17.8","50.7","..","np","31.6",""
"18A.24","2022","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 20% but not more than 25%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","60.6","..","67.2","..","81.3","48.6","..","np","66.6",""
"18A.24","2022","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 25% but not more than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","2.4","..","0.7","..","0.9","0.7","..","np","1.4",""
"18A.24","2022","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","0","..","0.8","..","0","0","..","np","0.4",""
