DATE,MONTH,SEX,CLIENT GROUP,NSW,VIC,QLD,WA,SA,TAS,ACT,NT,NATIONAL,NSW_POPULATION,VIC_POPULATION,QLD_POPULATION,WA_POPULATION,SA_POPULATION,TAS_POPULATION,ACT_POPULATION,NT_POPULATION,NATIONAL_POPULATION,NATIONAL_PER_10k,NSW_PER_10k,NSW_PROPORTION_OF_NATIONAL,NSW_PROPORTION_OF_NATIONAL_PER_10k,NSW_PROPORTION_OF_NATIONAL_POPULATION,NSW_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,VIC_PER_10k,VIC_PROPORTION_OF_NATIONAL,VIC_PROPORTION_OF_NATIONAL_PER_10k,VIC_PROPORTION_OF_NATIONAL_POPULATION,VIC_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,QLD_PER_10k,QLD_PROPORTION_OF_NATIONAL,QLD_PROPORTION_OF_NATIONAL_PER_10k,QLD_PROPORTION_OF_NATIONAL_POPULATION,QLD_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,WA_PER_10k,WA_PROPORTION_OF_NATIONAL,WA_PROPORTION_OF_NATIONAL_PER_10k,WA_PROPORTION_OF_NATIONAL_POPULATION,WA_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,SA_PER_10k,SA_PROPORTION_OF_NATIONAL,SA_PROPORTION_OF_NATIONAL_PER_10k,SA_PROPORTION_OF_NATIONAL_POPULATION,SA_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,TAS_PER_10k,TAS_PROPORTION_OF_NATIONAL,TAS_PROPORTION_OF_NATIONAL_PER_10k,TAS_PROPORTION_OF_NATIONAL_POPULATION,TAS_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,ACT_PER_10k,ACT_PROPORTION_OF_NATIONAL,ACT_PROPORTION_OF_NATIONAL_PER_10k,ACT_PROPORTION_OF_NATIONAL_POPULATION,ACT_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,NT_PER_10k,NT_PROPORTION_OF_NATIONAL,NT_PROPORTION_OF_NATIONAL_PER_10k,NT_PROPORTION_OF_NATIONAL_POPULATION,NT_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP
2019-06-30,Jun19,Male,Number of nights in short-term/emergency accommodation,21741.0,20009.0,36535.0,7570.0,4108.0,3050.0,3020.0,2642.0,98675.0,3999452.0,3236531.0,2521333.0,1331167.0,873494.0,271197.0,215222.0,126289.0,12577221.0,78.5,54.4,22.0,69.3,31.8,69.3,61.8,20.3,78.8,25.7,78.8,144.9,37.0,184.7,20.0,184.7,56.9,7.7,72.5,10.6,72.5,47.0,4.2,59.9,6.9,59.9,112.5,3.1,143.3,2.2,143.3,140.3,3.1,178.9,1.7,178.9,209.2,2.7,266.7,1.0,266.7
2019-06-30,Jun19,Male,Number of clients with problematic drug or alcohol issues,1186.0,1405.0,472.0,347.0,288.0,186.0,55.0,137.0,4072.0,3999452.0,3236531.0,2521333.0,1331167.0,873494.0,271197.0,215222.0,126289.0,12577221.0,3.2,3.0,29.1,91.6,31.8,91.6,4.3,34.5,134.1,25.7,134.1,1.9,11.6,57.8,20.0,57.8,2.6,8.5,80.5,10.6,80.5,3.3,7.1,101.8,6.9,101.8,6.9,4.6,211.8,2.2,211.8,2.6,1.4,78.9,1.7,78.9,10.8,3.4,335.1,1.0,335.1
2019-06-30,Jun19,Male,Number of clients with a current mental health issue,2949.0,3642.0,1166.0,551.0,594.0,492.0,161.0,133.0,9670.0,3999452.0,3236531.0,2521333.0,1331167.0,873494.0,271197.0,215222.0,126289.0,12577221.0,7.7,7.4,30.5,95.9,31.8,95.9,11.3,37.7,146.4,25.7,146.4,4.6,12.1,60.1,20.0,60.1,4.1,5.7,53.8,10.6,53.8,6.8,6.1,88.4,6.9,88.4,18.1,5.1,236.0,2.2,236.0,7.5,1.7,97.3,1.7,97.3,10.5,1.4,137.0,1.0,137.0
2019-06-30,Jun19,Male,Number of indigenous clients,2599.0,1211.0,1532.0,876.0,532.0,136.0,104.0,978.0,7956.0,3999452.0,3236531.0,2521333.0,1331167.0,873494.0,271197.0,215222.0,126289.0,12577221.0,6.3,6.5,32.7,102.7,31.8,102.7,3.7,15.2,59.1,25.7,59.1,6.1,19.3,96.1,20.0,96.1,6.6,11.0,104.0,10.6,104.0,6.1,6.7,96.3,6.9,96.3,5.0,1.7,79.3,2.2,79.3,4.8,1.3,76.4,1.7,76.4,77.4,12.3,1224.2,1.0,1224.2
2019-06-30,Jun19,Female,Number of nights in short-term/emergency accommodation,24361.0,25160.0,40911.0,10444.0,4349.0,4116.0,4712.0,3261.0,117314.0,4047296.0,3300774.0,2567514.0,1328458.0,893901.0,276644.0,220508.0,120270.0,12757605.0,92.0,60.2,20.8,65.5,31.7,65.5,76.2,21.4,82.9,25.9,82.9,159.3,34.9,173.3,20.1,173.3,78.6,8.9,85.5,10.4,85.5,48.7,3.7,52.9,7.0,52.9,148.8,3.5,161.8,2.2,161.8,213.7,4.0,232.4,1.7,232.4,271.1,2.8,294.9,0.9,294.9
2019-06-30,Jun19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,87.0,737.0,45.0,16.0,15.0,41.0,6.0,2.0,949.0,3999452.0,3236531.0,2521333.0,1331167.0,873494.0,271197.0,215222.0,126289.0,12577221.0,0.8,0.2,9.2,28.8,31.8,28.8,2.3,77.7,301.8,25.7,301.8,0.2,4.7,23.7,20.0,23.7,0.1,1.7,15.9,10.6,15.9,0.2,1.6,22.8,6.9,22.8,1.5,4.3,200.4,2.2,200.4,0.3,0.6,36.9,1.7,36.9,0.2,0.2,21.0,1.0,21.0
2019-06-30,Jun19,Female,Number of clients who have experienced family and domestic violence,5669.0,10596.0,2423.0,2134.0,1481.0,389.0,357.0,708.0,23705.0,4047296.0,3300774.0,2567514.0,1328458.0,893901.0,276644.0,220508.0,120270.0,12757605.0,18.6,14.0,23.9,75.4,31.7,75.4,32.1,44.7,172.8,25.9,172.8,9.4,10.2,50.8,20.1,50.8,16.1,9.0,86.5,10.4,86.5,16.6,6.2,89.2,7.0,89.2,14.1,1.6,75.7,2.2,75.7,16.2,1.5,87.1,1.7,87.1,58.9,3.0,316.8,0.9,316.8
2019-06-30,Jun19,Total,Number of clients who are at risk of homelessness,12136.0,15991.0,5375.0,3600.0,3305.0,889.0,698.0,1569.0,43503.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,17.2,15.1,27.9,87.8,31.8,87.8,24.5,36.8,142.5,25.8,142.5,10.6,12.4,61.5,20.1,61.5,13.5,8.3,78.8,10.5,78.8,18.7,7.6,108.9,7.0,108.9,16.2,2.0,94.5,2.2,94.5,16.0,1.6,93.3,1.7,93.3,63.6,3.6,370.6,1.0,370.6
2019-06-30,Jun19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,135.0,734.0,113.0,65.0,47.0,69.0,15.0,15.0,1191.0,4047296.0,3300774.0,2567514.0,1328458.0,893901.0,276644.0,220508.0,120270.0,12757605.0,0.9,0.3,11.3,35.7,31.7,35.7,2.2,61.6,238.2,25.9,238.2,0.4,9.5,47.1,20.1,47.1,0.5,5.5,52.4,10.4,52.4,0.5,3.9,56.3,7.0,56.3,2.5,5.8,267.2,2.2,267.2,0.7,1.3,72.9,1.7,72.9,1.2,1.3,133.6,0.9,133.6
2019-06-30,Jun19,Female,Number of clients with problematic drug or alcohol issues,978.0,1134.0,368.0,391.0,192.0,86.0,85.0,126.0,3357.0,4047296.0,3300774.0,2567514.0,1328458.0,893901.0,276644.0,220508.0,120270.0,12757605.0,2.6,2.4,29.1,91.8,31.7,91.8,3.4,33.8,130.6,25.9,130.6,1.4,11.0,54.5,20.1,54.5,2.9,11.6,111.9,10.4,111.9,2.1,5.7,81.6,7.0,81.6,3.1,2.6,118.1,2.2,118.1,3.9,2.5,146.5,1.7,146.5,10.5,3.8,398.1,0.9,398.1
2019-06-30,Jun19,Female,Number of clients accommodated in short-term/emergency accommodation,1280.0,1671.0,1962.0,1027.0,279.0,242.0,182.0,352.0,6990.0,4047296.0,3300774.0,2567514.0,1328458.0,893901.0,276644.0,220508.0,120270.0,12757605.0,5.5,3.2,18.3,57.7,31.7,57.7,5.1,23.9,92.4,25.9,92.4,7.6,28.1,139.5,20.1,139.5,7.7,14.7,141.1,10.4,141.1,3.1,4.0,57.0,7.0,57.0,8.7,3.5,159.7,2.2,159.7,8.3,2.6,150.6,1.7,150.6,29.3,5.0,534.2,0.9,534.2
2019-06-30,Jun19,Female,Number of clients who are homeless,5571.0,7932.0,3573.0,1410.0,1447.0,762.0,466.0,584.0,21696.0,4047296.0,3300774.0,2567514.0,1328458.0,893901.0,276644.0,220508.0,120270.0,12757605.0,17.0,13.8,25.7,80.9,31.7,80.9,24.0,36.6,141.3,25.9,141.3,13.9,16.5,81.8,20.1,81.8,10.6,6.5,62.4,10.4,62.4,16.2,6.7,95.2,7.0,95.2,27.5,3.5,162.0,2.2,162.0,21.1,2.1,124.3,1.7,124.3,48.6,2.7,285.5,0.9,285.5
2019-06-30,Jun19,Female,Number of clients who are at risk of homelessness,7556.0,10471.0,3324.0,2492.0,2074.0,535.0,397.0,1045.0,27850.0,4047296.0,3300774.0,2567514.0,1328458.0,893901.0,276644.0,220508.0,120270.0,12757605.0,21.8,18.7,27.1,85.5,31.7,85.5,31.7,37.6,145.3,25.9,145.3,12.9,11.9,59.3,20.1,59.3,18.8,8.9,85.9,10.4,85.9,23.2,7.4,106.3,7.0,106.3,19.3,1.9,88.6,2.2,88.6,18.0,1.4,82.5,1.7,82.5,86.9,3.8,398.0,0.9,398.0
2019-06-30,Jun19,Total,Number of clients who are homeless,10124.0,14273.0,6557.0,2447.0,2504.0,1448.0,828.0,1055.0,39142.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,15.4,12.6,25.9,81.4,31.8,81.4,21.8,36.5,141.3,25.8,141.3,12.9,16.8,83.4,20.1,83.4,9.2,6.3,59.6,10.5,59.6,14.2,6.4,91.7,7.0,91.7,26.4,3.7,171.1,2.2,171.1,19.0,2.1,123.0,1.7,123.0,42.8,2.7,277.0,1.0,277.0
2019-06-30,Jun19,Total,Number of clients accommodated in short-term/emergency accommodation,2481.0,3238.0,3720.0,1640.0,518.0,440.0,308.0,513.0,12838.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,5.1,3.1,19.3,60.8,31.8,60.8,5.0,25.2,97.7,25.8,97.7,7.3,29.0,144.3,20.1,144.3,6.2,12.8,121.7,10.5,121.7,2.9,4.0,57.8,7.0,57.8,8.0,3.4,158.5,2.2,158.5,7.1,2.4,139.5,1.7,139.5,20.8,4.0,410.6,1.0,410.6
2019-06-30,Jun19,Total,Number of clients financially assisted with payments for short term/emergency accommodation,222.0,1471.0,158.0,81.0,62.0,110.0,21.0,17.0,2140.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,0.8,0.3,10.4,32.7,31.8,32.7,2.3,68.7,266.4,25.8,266.4,0.3,7.4,36.8,20.1,36.8,0.3,3.8,36.1,10.5,36.1,0.4,2.9,41.5,7.0,41.5,2.0,5.1,237.7,2.2,237.7,0.5,1.0,57.1,1.7,57.1,0.7,0.8,81.6,1.0,81.6
2019-06-30,Jun19,Total,Number of clients with problematic drug or alcohol issues,2164.0,2539.0,840.0,738.0,480.0,272.0,140.0,263.0,7429.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,2.9,2.7,29.1,91.7,31.8,91.7,3.9,34.2,132.4,25.8,132.4,1.7,11.3,56.3,20.1,56.3,2.8,9.9,94.6,10.5,94.6,2.7,6.5,92.6,7.0,92.6,5.0,3.7,169.3,2.2,169.3,3.2,1.9,109.6,1.7,109.6,10.7,3.5,363.8,1.0,363.8
2019-06-30,Jun19,Total,Number of nights in short-term/emergency accommodation,46102.0,45169.0,77446.0,18014.0,8457.0,7166.0,7732.0,5903.0,215989.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,85.3,57.3,21.3,67.2,31.8,67.2,69.1,20.9,81.0,25.8,81.0,152.2,35.9,178.5,20.1,178.5,67.7,8.3,79.4,10.5,79.4,47.9,3.9,56.1,7.0,56.1,130.8,3.3,153.4,2.2,153.4,177.4,3.6,208.1,1.7,208.1,239.4,2.7,280.8,1.0,280.8
2019-06-30,Jun19,Total,Number of clients who have experienced family and domestic violence,7714.0,13720.0,3318.0,2755.0,1804.0,499.0,503.0,932.0,31180.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,12.3,9.6,24.7,77.9,31.8,77.9,21.0,44.0,170.5,25.8,170.5,6.5,10.6,53.0,20.1,53.0,10.4,8.8,84.2,10.5,84.2,10.2,5.8,82.9,7.0,82.9,9.1,1.6,74.0,2.2,74.0,11.5,1.6,93.8,1.7,93.8,37.8,3.0,307.1,1.0,307.1
2019-06-30,Jun19,Female,Number of clients with a current mental health issue,4741.0,5994.0,1853.0,1077.0,986.0,651.0,315.0,176.0,15769.0,4047296.0,3300774.0,2567514.0,1328458.0,893901.0,276644.0,220508.0,120270.0,12757605.0,12.4,11.7,30.1,94.8,31.7,94.8,18.2,38.0,146.9,25.9,146.9,7.2,11.8,58.4,20.1,58.4,8.1,6.8,65.6,10.4,65.6,11.0,6.3,89.2,7.0,89.2,23.5,4.1,190.4,2.2,190.4,14.3,2.0,115.6,1.7,115.6,14.6,1.1,118.4,0.9,118.4
2019-06-30,Jun19,Male,Number of clients who have experienced family and domestic violence,2045.0,3124.0,895.0,621.0,323.0,110.0,146.0,224.0,7475.0,3999452.0,3236531.0,2521333.0,1331167.0,873494.0,271197.0,215222.0,126289.0,12577221.0,5.9,5.1,27.4,86.0,31.8,86.0,9.7,41.8,162.4,25.7,162.4,3.5,12.0,59.7,20.0,59.7,4.7,8.3,78.5,10.6,78.5,3.7,4.3,62.2,6.9,62.2,4.1,1.5,68.2,2.2,68.2,6.8,2.0,114.1,1.7,114.1,17.7,3.0,298.4,1.0,298.4
2019-06-30,Jun19,Total,Number of clients with a current mental health issue,7690.0,9636.0,3019.0,1628.0,1580.0,1143.0,476.0,309.0,25439.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,10.0,9.6,30.2,95.2,31.8,95.2,14.7,37.9,146.8,25.8,146.8,5.9,11.9,59.1,20.1,59.1,6.1,6.4,61.0,10.5,61.0,8.9,6.2,89.0,7.0,89.0,20.9,4.5,207.8,2.2,207.8,10.9,1.9,108.8,1.7,108.8,12.5,1.2,124.8,1.0,124.8
2019-07-31,Jul19,Total,Number of indigenous clients,6737.0,3277.0,3924.0,2767.0,1522.0,324.0,250.0,2701.0,21458.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,8.5,8.4,31.4,98.8,31.8,98.8,5.0,15.3,59.2,25.8,59.2,7.7,18.3,91.0,20.1,91.0,10.4,12.9,122.8,10.5,122.8,8.6,7.1,101.7,7.0,101.7,5.9,1.5,69.8,2.2,69.8,5.7,1.2,67.7,1.7,67.7,109.5,12.6,1293.4,1.0,1293.4
2019-07-31,Jul19,Female,Number of clients who are homeless,5631.0,7875.0,3592.0,1400.0,1511.0,795.0,493.0,602.0,21858.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,8.6,7.0,25.8,81.1,31.8,81.1,12.0,36.0,139.6,25.8,139.6,7.1,16.4,81.8,20.1,81.8,5.3,6.4,61.0,10.5,61.0,8.5,6.9,99.1,7.0,99.1,14.5,3.6,168.2,2.2,168.2,11.3,2.3,131.1,1.7,131.1,24.4,2.8,283.0,1.0,283.0
2019-07-31,Jul19,Male,Number of clients who have experienced family and domestic violence,2071.0,3172.0,851.0,615.0,317.0,113.0,153.0,229.0,7513.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,3.0,2.6,27.6,86.8,31.8,86.8,4.9,42.2,163.6,25.8,163.6,1.7,11.3,56.4,20.1,56.4,2.3,8.2,78.0,10.5,78.0,1.8,4.2,60.5,7.0,60.5,2.1,1.5,69.6,2.2,69.6,3.5,2.0,118.4,1.7,118.4,9.3,3.0,313.2,1.0,313.2
2019-07-31,Jul19,Male,Number of indigenous clients,2581.0,1227.0,1508.0,992.0,566.0,129.0,113.0,1000.0,8102.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,3.2,3.2,31.9,100.3,31.8,100.3,1.9,15.1,58.7,25.8,58.7,3.0,18.6,92.7,20.1,92.7,3.7,12.2,116.6,10.5,116.6,3.2,7.0,100.1,7.0,100.1,2.4,1.6,73.6,2.2,73.6,2.6,1.4,81.1,1.7,81.1,40.6,12.3,1268.2,1.0,1268.2
2019-07-31,Jul19,Female,Number of clients who are at risk of homelessness,7507.0,10616.0,3321.0,2508.0,2148.0,538.0,401.0,1043.0,28025.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,11.1,9.3,26.8,84.3,31.8,84.3,16.2,37.9,146.8,25.8,146.8,6.5,11.9,59.0,20.1,59.0,9.4,8.9,85.2,10.5,85.2,12.2,7.7,109.9,7.0,109.9,9.8,1.9,88.8,2.2,88.8,9.2,1.4,83.2,1.7,83.2,42.3,3.7,382.4,1.0,382.4
2019-07-31,Jul19,Female,Number of clients accommodated in short-term/emergency accommodation,1294.0,1673.0,1880.0,1107.0,273.0,258.0,187.0,361.0,7025.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,2.8,1.6,18.4,58.0,31.8,58.0,2.6,23.8,92.3,25.8,92.3,3.7,26.8,133.2,20.1,133.2,4.2,15.8,150.1,10.5,150.1,1.5,3.9,55.7,7.0,55.7,4.7,3.7,169.8,2.2,169.8,4.3,2.7,154.8,1.7,154.8,14.6,5.1,528.0,1.0,528.0
2019-07-31,Jul19,Female,Number of indigenous clients,4156.0,2050.0,2416.0,1775.0,956.0,195.0,137.0,1701.0,13356.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,5.3,5.2,31.1,98.0,31.8,98.0,3.1,15.3,59.5,25.8,59.5,4.7,18.1,90.1,20.1,90.1,6.7,13.3,126.6,10.5,126.6,5.4,7.2,102.6,7.0,102.6,3.6,1.5,67.5,2.2,67.5,3.1,1.0,59.6,1.7,59.6,69.0,12.7,1308.7,1.0,1308.7
2019-07-31,Jul19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,140.0,760.0,102.0,29.0,38.0,69.0,19.0,13.0,1168.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,0.5,0.2,12.0,37.7,31.8,37.7,1.2,65.1,252.2,25.8,252.2,0.2,8.7,43.5,20.1,43.5,0.1,2.5,23.7,10.5,23.7,0.2,3.3,46.6,7.0,46.6,1.3,5.9,273.2,2.2,273.2,0.4,1.6,94.6,1.7,94.6,0.5,1.1,114.4,1.0,114.4
2019-07-31,Jul19,Female,Number of clients with problematic drug or alcohol issues,1060.0,1249.0,364.0,362.0,204.0,95.0,96.0,117.0,3546.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,1.4,1.3,29.9,94.1,31.8,94.1,1.9,35.2,136.5,25.8,136.5,0.7,10.3,51.1,20.1,51.1,1.4,10.2,97.2,10.5,97.2,1.2,5.8,82.5,7.0,82.5,1.7,2.7,123.9,2.2,123.9,2.2,2.7,157.4,1.7,157.4,4.7,3.3,339.0,1.0,339.0
2019-07-31,Jul19,Male,Number of clients with a current mental health issue,2993.0,3760.0,1182.0,557.0,621.0,534.0,175.0,127.0,9921.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,3.9,3.7,30.2,95.0,31.8,95.0,5.8,37.9,146.9,25.8,146.9,2.3,11.9,59.3,20.1,59.3,2.1,5.6,53.5,10.5,53.5,3.5,6.3,89.7,7.0,89.7,9.7,5.4,248.9,2.2,248.9,4.0,1.8,102.6,1.7,102.6,5.2,1.3,131.5,1.0,131.5
2019-07-31,Jul19,Female,Number of clients with a current mental health issue,4799.0,6213.0,1882.0,1074.0,1062.0,669.0,330.0,175.0,16182.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,6.4,6.0,29.7,93.4,31.8,93.4,9.5,38.4,148.8,25.8,148.8,3.7,11.6,57.9,20.1,57.9,4.0,6.6,63.2,10.5,63.2,6.0,6.6,94.1,7.0,94.1,12.2,4.1,191.2,2.2,191.2,7.6,2.0,118.6,1.7,118.6,7.1,1.1,111.1,1.0,111.1
2019-07-31,Jul19,Female,Number of clients who have experienced family and domestic violence,5761.0,11281.0,2578.0,2142.0,1529.0,418.0,388.0,763.0,24807.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,9.8,7.2,23.2,73.1,31.8,73.1,17.3,45.5,176.2,25.8,176.2,5.1,10.4,51.7,20.1,51.7,8.1,8.6,82.3,10.5,82.3,8.7,6.2,88.4,7.0,88.4,7.6,1.7,77.9,2.2,77.9,8.9,1.6,90.9,1.7,90.9,30.9,3.1,316.0,1.0,316.0
2019-07-31,Jul19,Male,Number of clients who are at risk of homelessness,4521.0,5688.0,2005.0,1170.0,1288.0,360.0,329.0,500.0,15832.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,6.2,5.6,28.6,89.9,31.8,89.9,8.7,35.9,139.2,25.8,139.2,3.9,12.7,63.0,20.1,63.0,4.4,7.4,70.4,10.5,70.4,7.3,8.1,116.6,7.0,116.6,6.6,2.3,105.2,2.2,105.2,7.6,2.1,120.8,1.7,120.8,20.3,3.2,324.5,1.0,324.5
2019-07-31,Jul19,Female,Number of nights in short-term/emergency accommodation,24755.0,24952.0,41374.0,10955.0,4288.0,4441.0,4979.0,2951.0,118695.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,46.9,30.8,20.9,65.7,31.8,65.7,38.2,21.0,81.5,25.8,81.5,81.3,34.9,173.5,20.1,173.5,41.2,9.2,87.9,10.5,87.9,24.3,3.6,51.8,7.0,51.8,81.1,3.7,173.0,2.2,173.0,114.3,4.2,243.9,1.7,243.9,119.7,2.5,255.5,1.0,255.5
2019-07-31,Jul19,Total,Number of nights in short-term/emergency accommodation,46941.0,44837.0,78484.0,19056.0,8275.0,7833.0,8424.0,5469.0,219319.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,86.6,58.3,21.4,67.4,31.8,67.4,68.6,20.4,79.2,25.8,79.2,154.2,35.8,178.2,20.1,178.2,71.6,8.7,82.8,10.5,82.8,46.8,3.8,54.1,7.0,54.1,143.0,3.6,165.2,2.2,165.2,193.3,3.8,223.3,1.7,223.3,221.8,2.5,256.2,1.0,256.2
2019-07-31,Jul19,Male,Number of nights in short-term/emergency accommodation,22186.0,19885.0,37110.0,8101.0,3987.0,3392.0,3445.0,2518.0,100624.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,39.7,27.6,22.0,69.4,31.8,69.4,30.4,19.8,76.6,25.8,76.6,72.9,36.9,183.6,20.1,183.6,30.5,8.1,76.7,10.5,76.7,22.6,4.0,56.8,7.0,56.8,61.9,3.4,155.9,2.2,155.9,79.1,3.4,199.1,1.7,199.1,102.1,2.5,257.1,1.0,257.1
2019-07-31,Jul19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,90.0,718.0,46.0,12.0,12.0,49.0,6.0,5.0,938.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,0.4,0.1,9.6,30.2,31.8,30.2,1.1,76.5,296.6,25.8,296.6,0.1,4.9,24.4,20.1,24.4,0.0,1.3,12.2,10.5,12.2,0.1,1.3,18.3,7.0,18.3,0.9,5.2,241.6,2.2,241.6,0.1,0.6,37.2,1.7,37.2,0.2,0.5,54.8,1.0,54.8
2019-07-31,Jul19,Total,Number of clients who are homeless,10224.0,14249.0,6478.0,2479.0,2539.0,1497.0,848.0,1065.0,39292.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,15.5,12.7,26.0,81.9,31.8,81.9,21.8,36.3,140.5,25.8,140.5,12.7,16.5,82.1,20.1,82.1,9.3,6.3,60.1,10.5,60.1,14.4,6.5,92.6,7.0,92.6,27.3,3.8,176.2,2.2,176.2,19.5,2.2,125.5,1.7,125.5,43.2,2.7,278.5,1.0,278.5
2019-07-31,Jul19,Total,Number of clients accommodated in short-term/emergency accommodation,2502.0,3210.0,3600.0,1828.0,504.0,469.0,325.0,525.0,12942.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,5.1,3.1,19.3,60.9,31.8,60.9,4.9,24.8,96.1,25.8,96.1,7.1,27.8,138.5,20.1,138.5,6.9,14.1,134.5,10.5,134.5,2.9,3.9,55.8,7.0,55.8,8.6,3.6,167.6,2.2,167.6,7.5,2.5,146.0,1.7,146.0,21.3,4.1,416.8,1.0,416.8
2019-07-31,Jul19,Total,Number of clients financially assisted with payments for short term/emergency accommodation,230.0,1478.0,148.0,41.0,50.0,118.0,25.0,18.0,2106.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,0.8,0.3,10.9,34.4,31.8,34.4,2.3,70.2,272.0,25.8,272.0,0.3,7.0,35.0,20.1,35.0,0.2,1.9,18.5,10.5,18.5,0.3,2.4,34.0,7.0,34.0,2.2,5.6,259.1,2.2,259.1,0.6,1.2,69.0,1.7,69.0,0.7,0.9,87.8,1.0,87.8
2019-07-31,Jul19,Total,Number of clients with problematic drug or alcohol issues,2236.0,2750.0,840.0,708.0,512.0,285.0,156.0,226.0,7711.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,3.0,2.8,29.0,91.3,31.8,91.3,4.2,35.7,138.2,25.8,138.2,1.7,10.9,54.2,20.1,54.2,2.7,9.2,87.5,10.5,87.5,2.9,6.6,95.2,7.0,95.2,5.2,3.7,170.9,2.2,170.9,3.6,2.0,117.6,1.7,117.6,9.2,2.9,301.2,1.0,301.2
2019-07-31,Jul19,Total,Number of clients who have experienced family and domestic violence,7832.0,14453.0,3429.0,2757.0,1846.0,531.0,541.0,992.0,32320.0,8046748.0,6537305.0,5088847.0,2659625.0,1767395.0,547841.0,435730.0,246559.0,25334826.0,12.8,9.7,24.2,76.3,31.8,76.3,22.1,44.7,173.3,25.8,173.3,6.7,10.6,52.8,20.1,52.8,10.4,8.5,81.3,10.5,81.3,10.4,5.7,81.9,7.0,81.9,9.7,1.6,76.0,2.2,76.0,12.4,1.7,97.3,1.7,97.3,40.2,3.1,315.4,1.0,315.4
