"Table_Number","Year","Measure","Age","Indigenous_Status","Remoteness","Special_Need","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"GA.6","2021-22","Recurrent expenditure","All ages","All people","All areas","","2021-22 dollars","Australian Government real expenditure","Commonwealth Rent Assistance (CRA)","Total","","","","Derived from Australian Government Department of Social Services (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","1595.3","1063.1","1249.8","408.6","351.0","134.6","36.3","26.4","4865.4"
"GA.6","2021-22","Recurrent expenditure","All ages","All people","All areas","","2021-22 dollars","Australian Government real expenditure","Commonwealth Rent Assistance (CRA)","Per person in population","","","","Derived from Australian Government Department of Social Services (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS National state and territory population - December","$","197","162","237","148","194","236","80","106","189"
"GA.6","2021-22","Recurrent expenditure","All ages","All people","All areas","","2021-22 dollars","Australian Government real expenditure","Commonwealth Rent Assistance (CRA)","Per income unit","","","","Derived from Australian Government Department of Social Services (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","3524","3450","3486","3410","3418","3553","3280","3379","3479"
"GA.6","2020-21","Recurrent expenditure","All ages","All people","All areas","","2021-22 dollars","Australian Government real expenditure","Commonwealth Rent Assistance (CRA)","Total","","","","Derived from Australian Government Department of Social Services (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","1764.2","1225.2","1402.1","478.3","387.6","137.7","42.8","32.1","5470.2"
"GA.6","2020-21","Recurrent expenditure","All ages","All people","All areas","","2021-22 dollars","Australian Government real expenditure","Commonwealth Rent Assistance (CRA)","Per person in population","","","","Derived from Australian Government Department of Social Services (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS National state and territory population - December","$","216","184","270","179","219","254","99","130","213"
"GA.6","2020-21","Recurrent expenditure","All ages","All people","All areas","","2021-22 dollars","Australian Government real expenditure","Commonwealth Rent Assistance (CRA)","Per income unit","","","","Derived from Australian Government Department of Social Services (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","3420","3334","3386","3315","3322","3443","3186","3293","3373"
"GA.6","2019-20","Recurrent expenditure","All ages","All people","All areas","","2021-22 dollars","Australian Government real expenditure","Commonwealth Rent Assistance (CRA)","Total","","","","Derived from Australian Government Department of Social Services (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","1563.6","1056.5","1249.6","429.9","355.8","129.0","35.9","27.0","4847.4"
"GA.6","2019-20","Recurrent expenditure","All ages","All people","All areas","","2021-22 dollars","Australian Government real expenditure","Commonwealth Rent Assistance (CRA)","Per person in population","","","","Derived from Australian Government Department of Social Services (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS National state and territory population - December","$","192","159","244","163","202","240","84","110","190"
"GA.6","2019-20","Recurrent expenditure","All ages","All people","All areas","","2021-22 dollars","Australian Government real expenditure","Commonwealth Rent Assistance (CRA)","Per income unit","","","","Derived from Australian Government Department of Social Services (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","3493","3420","3466","3408","3411","3527","3262","3345","3454"
"GA.6","2018-19","Recurrent expenditure","All ages","All people","All areas","","2021-22 dollars","Australian Government real expenditure","Commonwealth Rent Assistance (CRA)","Total","","","","Derived from Australian Government Department of Social Services (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","1482.9","1025.4","1205.9","410.2","353.7","130.4","34.8","24.4","4668.1"
"GA.6","2018-19","Recurrent expenditure","All ages","All people","All areas","","2021-22 dollars","Australian Government real expenditure","Commonwealth Rent Assistance (CRA)","Per person in population","","","","Derived from Australian Government Department of Social Services (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS National state and territory population - December","$","184","157","239","157","203","245","82","99","185"
"GA.6","2018-19","Recurrent expenditure","All ages","All people","All areas","","2021-22 dollars","Australian Government real expenditure","Commonwealth Rent Assistance (CRA)","Per income unit","","","","Derived from Australian Government Department of Social Services (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","3630","3574","3618","3562","3569","3684","3394","3505","3603"
"GA.6","2017-18","Recurrent expenditure","All ages","All people","All areas","","2021-22 dollars","Australian Government real expenditure","Commonwealth Rent Assistance (CRA)","Total","","","","Derived from Australian Government Department of Social Services (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","1511.4","1060.8","1236.7","413.3","365.1","134.9","37.1","23.8","4783.2"
"GA.6","2017-18","Recurrent expenditure","All ages","All people","All areas","","2021-22 dollars","Australian Government real expenditure","Commonwealth Rent Assistance (CRA)","Per person in population","","","","Derived from Australian Government Department of Social Services (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS National state and territory population - December","$","191","166","249","160","211","257","89","96","193"
"GA.6","2017-18","Recurrent expenditure","All ages","All people","All areas","","2021-22 dollars","Australian Government real expenditure","Commonwealth Rent Assistance (CRA)","Per income unit","","","","Derived from Australian Government Department of Social Services (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","3608","3554","3604","3547","3554","3673","3388","3468","3585"
"GA.7","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","Income unit","Single - no dependant children","","","","Australian Government Department of Social Services (unpublished)","%","46.0","45.1","42.5","44.4","48.3","50.5","45.4","47.7","45.1"
"GA.7","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","Income unit","Single - no children; sharer","","","","Australian Government Department of Social Services (unpublished)","%","12.8","15.3","14.2","14.0","12.4","9.1","20.2","12.1","13.7"
"GA.7","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","Income unit","Single - 1 or 2 dependant children","","","","Australian Government Department of Social Services (unpublished)","%","14.9","15.2","17.1","17.9","16.9","17.7","12.6","17.6","16.0"
"GA.7","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","Income unit","Single - 3 or more dependant children","","","","Australian Government Department of Social Services (unpublished)","%","4.0","3.5","4.5","4.2","3.8","4.6","2.6","4.3","4.0"
"GA.7","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","Income unit","Partnered - no dependant children","","","","Australian Government Department of Social Services (unpublished)","%","9.4","7.9","9.6","8.2","7.9","8.3","5.8","5.6","8.8"
"GA.7","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","Income unit","Partnered - 1 or 2 dependant children","","","","Australian Government Department of Social Services (unpublished)","%","8.3","8.6","7.5","7.2","7.0","6.1","8.7","7.7","7.9"
"GA.7","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","Income unit","Partnered - 3 or more dependant children","","","","Australian Government Department of Social Services (unpublished)","%","4.3","4.3","4.5","3.8","3.4","3.5","4.4","4.0","4.2"
"GA.7","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","Income unit","Partnered - illness or temporarily separated","","","","Derived from Australian Government Department of Social Services (unpublished)","%","0.2","0.2","0.3","0.3","0.3","0.3","0.2","0.9","0.3"
"GA.7","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","Dependent children in income units","","","","","Australian Government Department of Social Services (unpublished)","no.","286566","192663","244778","77984","61826","24017","6181","5150","899172"
"GA.7","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","Income unit","Single - no dependant children","","","","Australian Government Department of Social Services (unpublished)","no.","208342","138940","152212","53186","49586","19137","5023","3728","630193"
"GA.7","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","Income unit","Single - no children; sharer","","","","Australian Government Department of Social Services (unpublished)","no.","58013","47140","50861","16725","12729","3448","2237","947","192103"
"GA.7","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","Income unit","Single - 1 or 2 dependant children","","","","Australian Government Department of Social Services (unpublished)","no.","67438","46695","61251","21477","17379","6693","1392","1379","223705"
"GA.7","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","Income unit","Single - 3 or more dependant children","","","","Australian Government Department of Social Services (unpublished)","no.","17907","10777","16128","5018","3873","1725","291","334","56052"
"GA.7","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","Income unit","Partnered - no dependant children","","","","Australian Government Department of Social Services (unpublished)","no.","42774","24289","34311","9878","8154","3148","644","441","123639"
"GA.7","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","Income unit","Partnered - 1 or 2 dependant children","","","","Australian Government Department of Social Services (unpublished)","no.","37466","26359","26838","8601","7195","2302","963","604","110327"
"GA.7","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","Income unit","Partnered - 3 or more dependant children","","","","Australian Government Department of Social Services (unpublished)","no.","19610","13298","15989","4600","3462","1338","481","312","59090"
"GA.7","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","Income unit","Partnered - illness or temporarily separated","","","","Derived from Australian Government Department of Social Services (unpublished)","no.","1112","628","945","356","310","108","24","70","3553"
"GA.7","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","Income unit","Total","","","","Australian Government Department of Social Services (unpublished)","no.","452660","308124","358535","119842","102688","37897","11055","7814","1398661"
"GA.8","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Single - no dependant children","","","","Australian Government Department of Social Services (unpublished)","%","42.8","44.5","37.9","41.3","41.3","37.9","46.2","53.7","41.3"
"GA.8","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Single - no children; sharer","","","","Australian Government Department of Social Services (unpublished)","%","8.5","10.5","10.6","11.6","10.2","6.0","15.5","6.6","9.6"
"GA.8","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Single - 1 or 2 dependant children","","","","Australian Government Department of Social Services (unpublished)","%","23.2","21.3","22.6","22.0","23.4","23.5","17.2","18.8","22.6"
"GA.8","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Single - 3 or more dependant children","","","","Australian Government Department of Social Services (unpublished)","%","8.8","6.8","8.2","7.9","7.0","7.9","4.9","5.6","8.1"
"GA.8","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Partnered - no dependant children","","","","Australian Government Department of Social Services (unpublished)","%","5.1","5.0","5.5","4.3","5.0","7.7","5.1","3.9","5.2"
"GA.8","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Partnered - 1 or 2 dependant children","","","","Australian Government Department of Social Services (unpublished)","%","6.7","7.0","8.7","7.6","7.7","10.1","6.8","5.4","7.6"
"GA.8","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Partnered - 3 or more dependant children","","","","Australian Government Department of Social Services (unpublished)","%","4.7","4.6","6.4","5.1","5.1","6.8","4.3","3.4","5.3"
"GA.8","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Partnered - illness or temporarily separated","","","","Derived from Australian Government Department of Social Services (unpublished)","%","0.1","0.2","0.2","0.3","0.3","0.1","0","2.5","0.2"
"GA.8","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Single - no dependant children","","","","Australian Government Department of Social Services (unpublished)","no.","15398","3601","10949","3037","1982","1333","206","1277","37784"
"GA.8","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Single - no children; sharer","","","","Australian Government Department of Social Services (unpublished)","no.","3058","851","3059","850","489","209","69","157","8742"
"GA.8","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Single - 1 or 2 dependant children","","","","Australian Government Department of Social Services (unpublished)","no.","8350","1723","6527","1618","1122","824","77","447","20688"
"GA.8","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Single - 3 or more dependant children","","","","Australian Government Department of Social Services (unpublished)","no.","3163","552","2361","579","334","278","22","134","7423"
"GA.8","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Partnered - no dependant children","","","","Australian Government Department of Social Services (unpublished)","no.","1820","406","1600","314","242","271","23","93","4768"
"GA.8","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Partnered - 1 or 2 dependant children","","","","Australian Government Department of Social Services (unpublished)","no.","2421","565","2500","558","370","355","31","129","6927"
"GA.8","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Partnered - 3 or more dependant children","","","","Australian Government Department of Social Services (unpublished)","no.","1689","372","1839","374","247","238","19","80","4858"
"GA.8","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Partnered - illness or temporarily separated","","","","Derived from Australian Government Department of Social Services (unpublished)","no.","50","15","57","25","16","5","0","59","227"
"GA.8","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Total","","","","Australian Government Department of Social Services (unpublished)","no.","35948","8085","28891","7355","4801","3512","446","2377","91416"
"GA.9","2021-22","Income units receiving CRA","All ages","All people","All areas","Disability support pension","","Income units receiving CRA","All","Disability Support Pension","","","","Australian Government Department of Social Services (unpublished)","%","19.9","20.0","18.4","15.7","20.1","26.3","17.1","20.1","19.3"
"GA.9","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","All","Age Pension","","","","Australian Government Department of Social Services (unpublished)","%","23.3","19.9","22.7","22.4","21.3","20.6","14.1","17.8","22.0"
"GA.9","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","All","Carer Payment","","","","Australian Government Department of Social Services (unpublished)","%","7.0","5.4","5.1","3.7","5.3","5.7","2.4","2.8","5.7"
"GA.9","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","All","Jobseeker Payment","","","","Australian Government Department of Social Services (unpublished)","%","24.0","26.2","24.4","28.3","27.2","23.4","22.1","29.1","25.2"
"GA.9","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","All","Youth Allowance (student and apprentice)","","","","Australian Government Department of Social Services (unpublished)","%","2.8","4.5","3.4","3.4","3.5","3.1","16.8","1.3","3.5"
"GA.9","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","All","Youth Allowance (other)","","","","Australian Government Department of Social Services (unpublished)","%","0.7","0.6","1.1","1.1","0.9","1.1","1.2","1.1","0.9"
"GA.9","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","All","Austudy","","","","Australian Government Department of Social Services (unpublished)","%","0.9","1.6","1.3","1.5","1.3","1.0","2.2","1.2","1.3"
"GA.9","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","All","Parenting Payment (Single)","","","","Australian Government Department of Social Services (unpublished)","%","8.5","7.7","9.3","10.3","8.9","9.4","6.4","10.5","8.7"
"GA.9","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","All","Parenting Payment (Partnered)","","","","Australian Government Department of Social Services (unpublished)","%","1.8","1.8","1.6","1.7","1.5","1.3","1.2","1.1","1.7"
"GA.9","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","All","FTB (only)","","","","Australian Government Department of Social Services (unpublished)","%","10.6","11.8","12.5","11.8","9.7","7.9","16.0","14.7","11.4"
"GA.9","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","All","Other","","","","Australian Government Department of Social Services (unpublished)","%","0.5","0.5","0.2","0.2","0.3","0","0.5","0.1","0.3"
"GA.9","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Disability support pension","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Disability Support Pension","","","","Australian Government Department of Social Services (unpublished)","%","23.4","24.2","19.5","16.0","19.9","28.7","22.3","31.1","21.9"
"GA.9","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Age Pension","","","","Australian Government Department of Social Services (unpublished)","%","7.0","5.4","6.2","5.4","4.4","5.6","3.3","7.2","6.3"
"GA.9","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Carer Payment","","","","Australian Government Department of Social Services (unpublished)","%","8.6","7.8","7.0","5.4","7.3","8.6","3.6","3.2","7.5"
"GA.9","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Jobseeker Payment","","","","Australian Government Department of Social Services (unpublished)","%","29.2","32.9","32.9","39.3","36.8","25.6","35.5","33.2","31.9"
"GA.9","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Youth Allowance (student and apprentice)","","","","Australian Government Department of Social Services (unpublished)","%","2.5","4.4","2.4","2.4","4.0","4.8","11.2","0.3","0.7"
"GA.9","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Youth Allowance (other)","","","","Australian Government Department of Social Services (unpublished)","%","2.4","2.0","2.6","3.1","2.8","2.5","3.8","2.1","2.5"
"GA.9","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Austudy","","","","Australian Government Department of Social Services (unpublished)","%","0.2","0.4","0.2","0.1","0.3","0.2","0.2","0","0.2"
"GA.9","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Parenting Payment (Single)","","","","Australian Government Department of Social Services (unpublished)","%","18.6","15.4","17.9","19.2","17.9","16.6","14.3","13.9","17.9"
"GA.9","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Parenting Payment (Partnered)","","","","Australian Government Department of Social Services (unpublished)","%","1.8","2.0","2.7","2.3","2.3","2.7","1.9","1.2","2.2"
"GA.9","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","FTB (only)","","","","Australian Government Department of Social Services (unpublished)","%","8.2","8.7","10.4","8.5","7.3","8.4","12.3","8.0","8.9"
"GA.9","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","Other","","","","Australian Government Department of Social Services (unpublished)","%","0","0.1","0","0.1","0","0","0","0","0"
"GA.10","2021-22","Income units receiving CRA","All ages","All people","Major cities","","","Income units receiving CRA","Major cities","","","","","Derived from Australian Government Department of Social Services (unpublished)","%","67.2","72.3","62.9","79.1","74.1","..","99.8","..","66.8"
"GA.10","2021-22","Income units receiving CRA","All ages","All people","Inner regional","","","Income units receiving CRA","Inner regional","","","","","Derived from Australian Government Department of Social Services (unpublished)","%","25.9","23.0","22.3","9.7","13.2","70.6","0.2","..","22.9"
"GA.10","2021-22","Income units receiving CRA","All ages","All people","Outer regional","","","Income units receiving CRA","Outer regional","","","","","Derived from Australian Government Department of Social Services (unpublished)","%","6.5","4.7","13.7","8.0","10.2","27.9","..","73.8","9.2"
"GA.10","2021-22","Income units receiving CRA","All ages","All people","Remote","","","Income units receiving CRA","Remote","","","","","Derived from Australian Government Department of Social Services (unpublished)","%","0.4","0","0.7","2.0","2.0","1.3","..","22.4","0.8"
"GA.10","2021-22","Income units receiving CRA","All ages","All people","Very remote","","","Income units receiving CRA","Very remote","","","","","Derived from Australian Government Department of Social Services (unpublished)","%","0.1","..","0.4","1.1","0.4","0.2","..","3.9","0.3"
"GA.11","2021-22","Income units receiving CRA","All ages","Non-Indigenous people","All areas","Non-Indigenous people","","Income units receiving CRA","Non-Indigenous","","","","","Derived from Australian Government Department of Social Services (unpublished)","%","92.1","97.4","91.9","93.9","95.3","90.7","96.0","69.6","93.5"
"GA.11","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","","","","","Derived from Australian Government Department of Social Services (unpublished)","%","7.9","2.6","8.1","6.1","4.7","9.3","4.0","30.4","6.5"
"GA.11","2021-22","Income units receiving CRA","All ages","All people","All areas","Disability support pension","","Income units receiving CRA","Disability Support Pension recipient","","","","","Australian Government Department of Social Services (unpublished)","%","19.9","20.0","18.4","15.7","20.1","26.3","17.1","20.1","19.3"
"GA.11","2021-22","Income units receiving CRA","<25 years old","All people","All areas","Aged 24 years or under","","Income units receiving CRA","Aged 24 years or under","","","","","Derived from Australian Government Department of Social Services (unpublished)","%","6.9","8.2","8.6","8.2","8.0","8.6","21.8","7.5","8.0"
"GA.11","2021-22","Income units receiving CRA","75+ years old","All people","All areas","Aged 75 years or over","","Income units receiving CRA","Aged 75 years or over","","","","","Derived from Australian Government Department of Social Services (unpublished)","%","12.8","11.0","12.4","12.1","12.0","11.7","7.7","6.7","12.1"
"GA.11","2021-22","Income units receiving CRA","All ages","All people","Greater Capital city","","","Income units receiving CRA","Geographic location","Greater Capital City Statistical Area","","","","Australian Government Department of Social Services (unpublished)","%","54.2","69.7","47.1","80.0","76.8","42.3","100.0","73.8","59.8"
"GA.11","2021-22","Income units receiving CRA","All ages","All people","Rest of state/territory","","","Income units receiving CRA","Geographic location","Rest of state","","","","Australian Government Department of Social Services (unpublished)","%","45.8","30.3","52.9","20.0","23.2","57.7","0","26.2","40.2"
"GA.11","2021-22","Income units receiving CRA","All ages","Non-Indigenous people","All areas","Non-Indigenous people","","Income units receiving CRA","Non-Indigenous","","","","","Australian Government Department of Social Services (unpublished)","no.","416712","300039","329644","112486","97887","34386","10609","5438","1307246"
"GA.11","2021-22","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA","Aboriginal and Torres Strait Islander","","","","","Australian Government Department of Social Services (unpublished)","no.","35948","8085","28891","7355","4801","3512","446","2377","91416"
"GA.11","2021-22","Income units receiving CRA","All ages","All people","All areas","Disability support pension","","Income units receiving CRA","Disability Support Pension recipient","","","","","Australian Government Department of Social Services (unpublished)","no.","90047","61541","66144","18800","20659","9958","1890","1572","270623"
"GA.11","2021-22","Income units receiving CRA","<25 years old","All people","All areas","Aged 24 years or under","","Income units receiving CRA","Aged 24 years or under","","","","","Australian Government Department of Social Services (unpublished)","no.","31052","25142","30744","9857","8192","3259","2407","583","111242"
"GA.11","2021-22","Income units receiving CRA","75+ years old","All people","All areas","Aged 75 years or over","","Income units receiving CRA","Aged 75 years or over","","","","","Australian Government Department of Social Services (unpublished)","no.","57811","33800","44315","14549","12309","4427","847","527","168596"
"GA.11","2021-22","Income units receiving CRA","All ages","All people","Greater Capital city","","","Income units receiving CRA","Geographic location","Greater Capital City Statistical Area","","","","Australian Government Department of Social Services (unpublished)","no.","245458","214775","168993","95852","78854","16038","11055","5764","836788"
"GA.11","2021-22","Income units receiving CRA","All ages","All people","Rest of state/territory","","","Income units receiving CRA","Geographic location","Rest of state","","","","Australian Government Department of Social Services (unpublished)","no.","207202","93349","189543","23989","23834","21859","0","2050","561873"
"GA.11","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","Total","","","","","Australian Government Department of Social Services (unpublished)","no.","452660","308124","358535","119842","102688","37897","11055","7814","1398661"
"GA.11","2021","Income units receiving CRA","All ages","Non-Indigenous people","All areas","Non-Indigenous people","","Estimated resident population at 31 December","Non-Indigenous","","","","","Derived from ABS (unpublished) National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","%","96.4","99.0","95.3","95.9","97.4","94.3","98.0","68.0","96.6"
"GA.11","2021","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Estimated resident population at 31 December","Aboriginal and Torres Strait Islander people","","","","","Derived from ABS (unpublished) National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","%","3.6","1.0","4.7","4.1","2.6","5.7","2.0","32.0","3.4"
"GA.11","2021","Income units receiving CRA","All ages","All people","All areas","Disability support pension","","Estimated resident population at 31 December","Disability Support Pension recipient","","","","","Derived from Australian Government Department of Social Services (unpublished); ABS National state and territory population - December","%","2.9","2.8","3.1","2.1","3.6","4.8","1.9","3.3","2.9"
"GA.11","2021","Income units receiving CRA","15-24 years old","All people","All areas","","","Estimated resident population at 31 December","15-24 years old","","","","","Derived from ABS National state and territory population - December","%","11.9","12.0","12.4","11.8","11.8","11.0","13.3","12.9","12.0"
"GA.11","2021","Income units receiving CRA","75+ years old","All people","All areas","","","Estimated resident population at 31 December","75+ years old","","","","","Derived from ABS National state and territory population - December","%","7.8","7.5","7.2","6.8","9.0","8.9","5.9","2.7","7.5"
"GA.12","2021-22","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","Paying enough rent to be eligible for maximum assistance","","","","","Australian Government Department of Social Services (unpublished)","%","80.3","78.5","79.9","77.6","73.6","74.4","82.1","76.3","78.9"
"GA.12","2020-21","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","Paying enough rent to be eligible for maximum assistance","","","","","Australian Government Department of Social Services (unpublished)","%","80.7","78.6","80.1","77.9","73.8","73.6","83.1","77.3","79.1"
"GA.12","2019-20","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","Paying enough rent to be eligible for maximum assistance","","","","","Australian Government Department of Social Services (unpublished)","%","79.7","77.9","79.7","78.4","73.8","72.9","82.9","77.1","78.6"
