"Table_Number","Year","Measure","Age","Indigenous_Status","Service_Type","Client_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"19A.5","2017-18","Access of selected equity groups","All ages","All people","","People born in non-main English speaking countries","","","Clients with met demand","People born in non-main English speaking countries","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","5951","12977","2638","1882","1085","311","708","226","25526"
"19A.5","2017-18","Access of selected equity groups","All ages","All people","","","","","Clients with met demand","All clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","67649","104850","40102","22575","19032","6286","3883","8712","269071"
"19A.6","2021-22","Access of selected equity groups","All ages","All people","Accommodation/accommodation related assistance","People with disability","","","Representation of people with disability among:","Clients with met demand for accommodation services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","3.2","4.2","2.4","1.6","4.5","3.0","2.8","2.2","3.2"
"19A.6","2021-22","Access of selected equity groups","All ages","All people","Services other than accommodation","People with disability","","","Representation of people with disability among:","Clients with met demand for services other than accommodation","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.4","2.2","2.3","1.9","4.9","2.1","1.8","2.1","2.4"
"19A.6","2021-22","Access of selected equity groups","All ages","All people","","People with disability","","","Representation of people with disability among:","SHS clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.8","3.3","2.4","1.7","5.2","2.9","2.5","2.3","3.0"
"19A.6","2021-22","Access of selected equity groups","All ages","All people","","People with disability","","","Clients with met demand","People with disability","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","1781","3211","960","414","927","194","94","198","7596"
"19A.6","2021-22","Access of selected equity groups","All ages","All people","","","","","Clients with met demand","All clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","63142","95875","39634","23865","17661","6768","3756","8722","256770"
"19A.6","2020-21","Access of selected equity groups","All ages","All people","Accommodation/accommodation related assistance","People with disability","","","Representation of people with disability among:","Clients with met demand for accommodation services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","3.1","4.2","2.3","1.5","3.9","3.1","2.4","2.3","3.1"
"19A.6","2020-21","Access of selected equity groups","All ages","All people","Services other than accommodation","People with disability","","","Representation of people with disability among:","Clients with met demand for services other than accommodation","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.3","2.1","2.0","1.5","3.7","2.1","2.8","1.7","2.2"
"19A.6","2020-21","Access of selected equity groups","All ages","All people","","People with disability","","","Representation of people with disability among:","SHS clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.7","3.2","2.2","1.5","4.2","3.0","2.6","2.2","2.8"
"19A.6","2020-21","Access of selected equity groups","All ages","All people","","People with disability","","","Clients with met demand","People with disability","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","1767","3231","875","348","769","188","103","196","7275"
"19A.6","2020-21","Access of selected equity groups","All ages","All people","","","","","Clients with met demand","All clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","65525","100474","39644","23718","18167","6270","3905","8967","263844"
"19A.6","2019-20","Access of selected equity groups","All ages","All people","Accommodation/accommodation related assistance","People with disability","","","Representation of people with disability among:","Clients with met demand for accommodation services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.8","3.8","2.1","1.8","4.1","3.1","3.0","2.5","2.9"
"19A.6","2019-20","Access of selected equity groups","All ages","All people","Services other than accommodation","People with disability","","","Representation of people with disability among:","Clients with met demand for services other than accommodation","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.1","1.8","1.6","1.6","4.0","2.3","1.5","2.2","2.0"
"19A.6","2019-20","Access of selected equity groups","All ages","All people","","People with disability","","","Representation of people with disability among:","SHS clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.5","2.7","1.9","1.7","4.6","3.0","2.6","2.3","2.5"
"19A.6","2019-20","Access of selected equity groups","All ages","All people","","People with disability","","","Clients with met demand","People with disability","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","1620","2990","791","409","852","186","97","203","6937"
"19A.6","2019-20","Access of selected equity groups","All ages","All people","","","","","Clients with met demand","All clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","65240","108940","41863","24011","18609","6274","3748","8734","274078"
"19A.6","2018-19","Access of selected equity groups","All ages","All people","Accommodation/accommodation related assistance","People with disability","","","Representation of people with disability among:","Clients with met demand for accommodation services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","3.0","4.1","2.1","2.0","6.3","2.5","2.6","2.4","3.2"
"19A.6","2018-19","Access of selected equity groups","All ages","All people","Services other than accommodation","People with disability","","","Representation of people with disability among:","Clients with met demand for services other than accommodation","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.1","2.0","1.6","2.7","4.2","2.5","1.6","1.6","2.1"
"19A.6","2018-19","Access of selected equity groups","All ages","All people","","People with disability","","","Representation of people with disability among:","SHS clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.6","2.9","1.9","2.3","5.9","2.6","2.3","2.0","2.7"
"19A.6","2018-19","Access of selected equity groups","All ages","All people","","People with disability","","","Clients with met demand","People with disability","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","1746","2993","809","544","1115","165","81","171","7377"
"19A.6","2018-19","Access of selected equity groups","All ages","All people","","","","","Clients with met demand","All clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","68434","104335","42028","23868","18924","6425","3528","8586","272308"
"19A.6","2018","Access of selected equity groups","All ages","All people","","People with disability","","","Representation of people with disability among:","Total population at 30 June","","","","ABS (unpublished) Disability Ageing and Carers Australia: Summary of Findings","%","5.7","5.6","6.2","4.7","6.0","8.2","6.2","3.6","5.7"
"19A.6","2017-18","Access of selected equity groups","All ages","All people","Accommodation/accommodation related assistance","People with disability","","","Representation of people with disability among:","Clients with met demand for accommodation services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","3.5","4.8","2.2","2.6","4.8","3.7","3.7","2.8","3.5"
"19A.6","2017-18","Access of selected equity groups","All ages","All people","Services other than accommodation","People with disability","","","Representation of people with disability among:","Clients with met demand for services other than accommodation","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.2","2.2","1.8","3.5","3.5","4.2","1.3","2.5","2.3"
"19A.6","2017-18","Access of selected equity groups","All ages","All people","","People with disability","","","Representation of people with disability among:","SHS clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","3.1","3.5","2.1","3.0","4.8","4.0","2.7","2.7","3.1"
"19A.6","2017-18","Access of selected equity groups","All ages","All people","","People with disability","","","Clients with met demand","People with disability","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","2089","3634","839","672","922","252","104","237","8468"
"19A.6","2017-18","Access of selected equity groups","All ages","All people","","","","","Clients with met demand","All clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","67649","104850","40102","22575","19032","6286","3883","8712","269071"
"19A.7","2021-22","Unmet need","All ages","All people","Accommodation/accommodation related assistance","","","Accommodation services","Clients with identified need for accommodation who were not provided with that service","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","22324","16242","11019","1865","2088","1082","757","727","55687"
"19A.7","2021-22","Unmet need","All ages","All people","Accommodation/accommodation related assistance","","","Accommodation services","Total clients with need for accommodation","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","44722","53121","27900","16174","10080","6496","2830","5527","164370"
"19A.7","2021-22","Unmet need","All ages","All people","Accommodation/accommodation related assistance","","","Accommodation services","Proportion of clients with unmet need","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","49.9","30.6","39.5","11.5","20.7","16.7","26.7","13.2","33.9"
"19A.7","2021-22","Unmet need","All ages","All people","Services other than accommodation","","","Services other than accommodation","Clients with identified need for services other than accommodation who were not provided with that service","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","623","1283","185","24","0","9","3","42","2169"
"19A.7","2021-22","Unmet need","All ages","All people","Services other than accommodation","","","Services other than accommodation","Total clients with need for services other than accommodation","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","23751","48554","13687","8533","7950","481","981","4569","108324"
"19A.7","2021-22","Unmet need","All ages","All people","Services other than accommodation","","","Services other than accommodation","Proportion of clients with unmet need","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.6","2.6","1.4","0.3","0","1.9","0.3","0.9","2.0"
"19A.7","2021-22","Unmet need","All ages","All people","","","","Total clients","","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","68473","101675","41587","24707","18030","6977","3811","10096","272694"
"19A.7","2020-21","Unmet need","All ages","All people","Accommodation/accommodation related assistance","","","Accommodation services","Clients with identified need for accommodation who were not provided with that service","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","22709","15970","10048","1487","1436","1140","971","475","53856"
"19A.7","2020-21","Unmet need","All ages","All people","Accommodation/accommodation related assistance","","","Accommodation services","Total clients with need for accommodation","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","47121","53564","28015","16148","9802","6201","3134","5562","166900"
"19A.7","2020-21","Unmet need","All ages","All people","Accommodation/accommodation related assistance","","","Accommodation services","Proportion of clients with unmet need","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","48.2","29.8","35.9","9.2","14.7","18.4","31.0","8.5","32.3"
"19A.7","2020-21","Unmet need","All ages","All people","Services other than accommodation","","","Services other than accommodation","Clients with identified need for services other than accommodation who were not provided with that service","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","466","1303","158","25","1","5","14","41","2013"
"19A.7","2020-21","Unmet need","All ages","All people","Services other than accommodation","","","Services other than accommodation","Total clients with need for services other than accommodation","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","23467","51946","13212","8322","8808","366","878","4560","111375"
"19A.7","2020-21","Unmet need","All ages","All people","Services other than accommodation","","","Services other than accommodation","Proportion of clients with unmet need","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.0","2.5","1.2","0.3","0","1.4","1.6","0.9","1.8"
"19A.7","2020-21","Unmet need","All ages","All people","","","","Total clients","","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","70588","105510","41227","24470","18610","6567","4012","10122","278275"
"19A.7","2019-20","Unmet need","All ages","All people","Accommodation/accommodation related assistance","","","Accommodation services","Clients with identified need for accommodation who were not provided with that service","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","21790","20746","9370","1321","1641","1218","1192","653","57486"
"19A.7","2019-20","Unmet need","All ages","All people","Accommodation/accommodation related assistance","","","Accommodation services","Total clients with need for accommodation","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","46437","56895","29284","16211","10617","5919","3346","5364","170896"
"19A.7","2019-20","Unmet need","All ages","All people","Accommodation/accommodation related assistance","","","Accommodation services","Proportion of clients with unmet need","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","46.9","36.5","32.0","8.1","15.5","20.6","35.6","12.2","33.6"
"19A.7","2019-20","Unmet need","All ages","All people","Services other than accommodation","","","Services other than accommodation","Clients with identified need for services other than accommodation who were not provided with that service","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","367","1836","112","47","0","1","70","49","2482"
"19A.7","2019-20","Unmet need","All ages","All people","Services other than accommodation","","","Services other than accommodation","Total clients with need for services other than accommodation","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","23935","58411","13810","8745","8601","525","797","4913","119566"
"19A.7","2019-20","Unmet need","All ages","All people","Services other than accommodation","","","Services other than accommodation","Proportion of clients with unmet need","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.5","3.1","0.8","0.5","0","0.2","8.8","1.0","2.1"
"19A.7","2019-20","Unmet need","All ages","All people","","","","Total clients","","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","70372","115306","43094","24956","19218","6444","4143","10277","290462"
"19A.7","2018-19","Unmet need","All ages","All people","Accommodation/accommodation related assistance","","","Accommodation services","Clients with identified need for accommodation who were not provided with that service","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","21552","21193","8617","1537","1693","1439","977","761","57237"
"19A.7","2018-19","Unmet need","All ages","All people","Accommodation/accommodation related assistance","","","Accommodation services","Total clients with need for accommodation","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","47652","55314","29724","15102","10191","6243","2887","5726","169196"
"19A.7","2018-19","Unmet need","All ages","All people","Accommodation/accommodation related assistance","","","Accommodation services","Proportion of clients with unmet need","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","45.2","38.3","29.0","10.2","16.6","23.0","33.8","13.3","33.8"
"19A.7","2018-19","Unmet need","All ages","All people","Services other than accommodation","","","Services other than accommodation","Clients with identified need for services other than accommodation who were not provided with that service","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","336","3763","79","43","3","2","76","103","4405"
"19A.7","2018-19","Unmet need","All ages","All people","Services other than accommodation","","","Services other than accommodation","Total clients with need for services other than accommodation","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","25897","57605","13363","9769","9446","380","921","3920","121121"
"19A.7","2018-19","Unmet need","All ages","All people","Services other than accommodation","","","Services other than accommodation","Proportion of clients with unmet need","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.3","6.5","0.6","0.4","0","0.5","8.3","2.6","3.6"
"19A.7","2018-19","Unmet need","All ages","All people","","","","Total clients","","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","73549","112919","43087","24871","19637","6623","3808","9646","290317"
"19A.7","2017-18","Unmet need","All ages","All people","Accommodation/accommodation related assistance","","","Accommodation services","Clients with identified need for accommodation who were not provided with that service","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","19306","19805","7825","1923","1801","1468","1030","641","53286"
"19A.7","2017-18","Unmet need","All ages","All people","Accommodation/accommodation related assistance","","","Accommodation services","Total clients with need for accommodation","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","46072","51817","29542","13848","10443","5974","3026","5840","162780"
"19A.7","2017-18","Unmet need","All ages","All people","Accommodation/accommodation related assistance","","","Accommodation services","Proportion of clients with unmet need","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","41.9","38.2","26.5","13.9","17.2","24.6","34.0","11.0","32.7"
"19A.7","2017-18","Unmet need","All ages","All people","Services other than accommodation","","","Services other than accommodation","Clients with identified need for services other than accommodation who were not provided with that service","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","378","7095","121","11","0","13","17","88","7723"
"19A.7","2017-18","Unmet need","All ages","All people","Services other than accommodation","","","Services other than accommodation","Total clients with need for services other than accommodation","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","25556","65055","11576","9891","9198","534","1000","3445","126015"
"19A.7","2017-18","Unmet need","All ages","All people","Services other than accommodation","","","Services other than accommodation","Proportion of clients with unmet need","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.5","10.9","1.0","0.1","0","2.4","1.7","2.6","6.1"
"19A.7","2017-18","Unmet need","All ages","All people","","","","Total clients","","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","71628","116872","41118","23739","19641","6508","4026","9285","288795"
"19A.8","2021-22","Unmet need","All ages","All people","Accommodation/accommodation related assistance","","","Average daily unassisted requests","Accommodation services","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","26.1","57.7","9.0","58.7","1.6","38.9","0.9","10.3","203.2"
"19A.8","2021-22","Unmet need","All ages","All people","Services other than accommodation","","","Average daily unassisted requests","Services other than accommodation","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","7.4","29.7","1.5","10.3","0.7","0.2","0.2","9.9","59.9"
"19A.8","2021-22","Unmet need","All ages","All people","No service need identified","","","Average daily unassisted requests","No service need identified","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","3.6","8.7","1.3","5.2","0","3.0","0","2.8","24.8"
"19A.8","2020-21","Unmet need","All ages","All people","Accommodation/accommodation related assistance","","","Average daily unassisted requests","Accommodation services","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","22.2","85.8","8.3","52.2","1.7","44.5","0.7","10.9","226.3"
"19A.8","2020-21","Unmet need","All ages","All people","Services other than accommodation","","","Average daily unassisted requests","Services other than accommodation","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","5.7","34.8","2.0","7.9","0.9","0.2","0.1","8.7","60.4"
"19A.8","2020-21","Unmet need","All ages","All people","No service need identified","","","Average daily unassisted requests","No service need identified","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","2.7","12.9","1.8","4.5","0","1.7","0","1.9","25.7"
"19A.8","2019-20","Unmet need","All ages","All people","Accommodation/accommodation related assistance","","","Average daily unassisted requests","Accommodation services","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","17.5","67.8","8.5","46.0","1.5","35.3","0.7","9.8","187.1"
"19A.8","2019-20","Unmet need","All ages","All people","Services other than accommodation","","","Average daily unassisted requests","Services other than accommodation","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","5.0","30.9","1.8","7.4","0.9","0.1","0.1","6.7","52.8"
"19A.8","2019-20","Unmet need","All ages","All people","No service need identified","","","Average daily unassisted requests","No service need identified","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","2.2","9.6","1.5","3.7","0","0.9","0","2.3","20.4"
"19A.8","2018-19","Unmet need","All ages","All people","Accommodation/accommodation related assistance","","","Average daily unassisted requests","Accommodation services","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","19.7","64.0","7.5","46.3","0.8","30.5","0.6","8.2","177.5"
"19A.8","2018-19","Unmet need","All ages","All people","Services other than accommodation","","","Average daily unassisted requests","Services other than accommodation","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","6.9","29.7","1.4","11.2","0.5","0","0.2","5.2","55.1"
"19A.8","2018-19","Unmet need","All ages","All people","No service need identified","","","Average daily unassisted requests","No service need identified","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","2.2","10.8","1.1","3.9","0","0.5","0","1.7","20.2"
"19A.8","2017-18","Unmet need","All ages","All people","Accommodation/accommodation related assistance","","","Average daily unassisted requests","Accommodation services","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","21.7","49.2","9.6","45.6","0.4","27.7","0.6","10.3","165.1"
"19A.8","2017-18","Unmet need","All ages","All people","Services other than accommodation","","","Average daily unassisted requests","Services other than accommodation","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","7.4","33.9","2.0","9.1","0.5","0.1","0.6","3.6","57.2"
"19A.8","2017-18","Unmet need","All ages","All people","No service need identified","","","Average daily unassisted requests","No service need identified","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","2.3","6.4","1.1","2.1","0","0.5","0","1.0","13.6"
"19A.9","2021-22","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","Yes - Case management plan","Yes - Case management plan","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","62.6","47.1","85.9","42.4","70.6","53.6","38.3","48.6","55.4"
"19A.9","2021-22","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","No case management plan","No - Client did not agree to one","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","7.0","4.0","3.4","7.0","4.2","2.5","4.9","16.4","5.1"
"19A.9","2021-22","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","No case management plan","No - Support period too short","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","25.7","34.3","9.1","23.9","21.5","26.4","43.7","17.9","27.5"
"19A.9","2021-22","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","No case management plan","No - Other","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","4.8","14.7","1.6","26.7","3.6","17.4","13.1","17.2","11.9"
"19A.9","2021-22","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","Total closed support periods provided to clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","75660","196523","48295","33536","15453","11786","3678","12769","397700"
"19A.9","2020-21","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","Yes - Case management plan","Yes - Case management plan","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","63.6","45.3","87.5","43.5","68.2","49.4","39.7","57.9","55.1"
"19A.9","2020-21","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","No case management plan","No - Client did not agree to one","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","6.8","3.8","3.7","6.3","2.7","3.2","3.1","19.5","5.0"
"19A.9","2020-21","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","No case management plan","No - Support period too short","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","25.0","37.2","7.2","22.2","25.0","25.1","35.3","13.8","28.6"
"19A.9","2020-21","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","No case management plan","No - Other","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","4.6","13.7","1.6","28.0","4.1","22.2","22.0","8.9","11.4"
"19A.9","2020-21","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","Total closed support periods provided to clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","80669","211011","49117","32564","19351","10775","4207","12720","420414"
"19A.9","2019-20","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","Yes - Case management plan","Yes - Case management plan","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","60.5","42.3","89.7","42.6","62.3","47.0","44.7","57.3","52.8"
"19A.9","2019-20","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","No case management plan","No - Client did not agree to one","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","7.5","3.9","2.7","6.0","3.6","4.4","5.4","25.3","5.2"
"19A.9","2019-20","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","No case management plan","No - Support period too short","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","26.6","41.5","6.6","23.4","28.7","27.7","39.1","13.9","31.5"
"19A.9","2019-20","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","No case management plan","No - Other","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","5.5","12.3","1.0","28.0","5.3","20.8","10.8","3.6","10.5"
"19A.9","2019-20","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","Total closed support periods provided to clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","80710","220927","51096","33471","18640","10906","4311","12320","432381"
"19A.9","2018-19","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","Yes - Case management plan","Yes - Case management plan","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","59.3","43.8","88.0","46.4","56.0","47.3","49.0","60.7","53.8"
"19A.9","2018-19","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","No case management plan","No - Client did not agree to one","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","7.6","4.1","2.5","6.6","7.1","4.7","2.3","12.7","5.2"
"19A.9","2018-19","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","No case management plan","No - Support period too short","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","27.6","39.7","8.0","28.4","30.1","29.9","31.2","19.7","31.2"
"19A.9","2018-19","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","No case management plan","No - Other","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","5.6","12.3","1.4","18.6","6.8","18.1","17.5","6.8","9.9"
"19A.9","2018-19","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","Total closed support periods provided to clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","88415","208252","52270","32922","21415","11110","4152","11518","430054"
"19A.9","2017-18","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","Yes - Case management plan","Yes - Case management plan","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","54.4","42.2","88.3","50.3","50.6","47.4","44.4","68.8","52.0"
"19A.9","2017-18","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","No case management plan","No - Client did not agree to one","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","6.5","5.6","2.2","5.5","5.2","6.1","2.1","7.2","5.4"
"19A.9","2017-18","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","No case management plan","No - Support period too short","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","34.1","39.1","8.1","27.7","36.2","33.0","27.0","15.0","32.5"
"19A.9","2017-18","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","No case management plan","No - Other","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","5.0","13.1","1.5","16.5","8.0","13.5","26.6","8.9","10.1"
"19A.9","2017-18","Addressing client needs","All ages","All people","","","","Case management plan status; closed support periods","All clients","Total closed support periods provided to clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","92433","208873","50487","31066","21949","11099","4755","11482","432144"
"19A.10","2021-22","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","Yes - Case management plan","Yes - Case management plan","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","65.5","47.8","87.2","33.9","71.1","54.0","40.7","53.6","58.7"
"19A.10","2021-22","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","No case management plan","No - Client did not agree to one","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","7.0","7.2","3.1","9.4","4.0","1.5","5.0","19.9","7.8"
"19A.10","2021-22","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","No case management plan","No - Support period too short","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","23.0","31.6","8.4","18.7","21.4","26.4","42.8","20.7","21.0"
"19A.10","2021-22","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","No case management plan","No - Other","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","4.4","13.4","1.3","38.0","3.6","18.1","11.5","5.8","12.5"
"19A.10","2021-22","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","Total closed support periods provided to clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","23625","19376","18800","18539","3823","1918","676","9823","96580"
"19A.10","2020-21","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","Yes - Case management plan","Yes - Case management plan","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","66.0","47.2","85.3","34.4","71.4","48.0","44.0","59.2","59.4"
"19A.10","2020-21","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","No case management plan","No - Client did not agree to one","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","6.8","7.6","4.7","8.5","2.9","5.0","3.3","21.7","8.2"
